Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
7 небо,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Офисная мебель; Детская мебель; Мебель для кухни; Ковры; Мебельная фурнитура; Светотехника; Матрасы; Бытовая техника; Сантехника; Портьерные ткани и шторы; Жалюзи,"улица Нефтяников, 7а/1",,618703,,,,Добрянский муниципальный округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,3.7,3,83426577437,,,,,,,,,https://vk.com/club62508104,,,,,,,,,,,58.29225,56.408033,https://2gis.com/firm/70000001031361607,branch
Alexgroupm,компания по изготовлению мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Дзержинского, 47",1 этаж,614068,Заимка м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,,,89638582739,,,,,,,,,https://vk.com/alexgroupm,https://wa.me/79638582739,,,viber://chat/?number=79638582739,,,https://t.me/+79638582739,,,,58.007434,56.165527,https://2gis.com/firm/70000001066091018,branch
Allure,студия мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,"Коспашская улица, 12",цокольный этаж; центр Underground,614030,Гайва ж/м,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00 (по предварительной записи: пн-сб),+05:00,5.0,2,89519385805,,,,,,,,,https://vk.com/studia.mebeli.allure,,,,,,,,,,,58.098366,56.292804,https://2gis.com/firm/2252328095420336,branch
Ambiziozo,торгово-производственная компания,Мебель на заказ; Мягкая мебель; Матрасы,"Сибирская улица, 37",2 этаж; по лестницам и направо,614000,Свердлова ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-18:00,+05:00,5.0,2,89641883000,,,,,,,,,https://vk.com/ambiziozo,https://wa.me/79641883000,,,viber://chat/?number=79641883000,,,https://t.me/+79641883000,,,,58.007479,56.251775,https://2gis.com/firm/70000001020278318,branch
Avtor Mebel,компания по изготовлению корпусной мебели под заказ,Мебель на заказ; Корпусная мебель,"улица Архитектора Свиязева, 35/2",,614088,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,89822569070,,,,,,,,,,,,,,,,,,,,57.95931,56.166873,https://2gis.com/firm/70000001102155225,branch
Benaca,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Мебель для общественного питания; Мебель для ванных комнат; Детская мебель; Офисная мебель; Мебель из стекла; Мягкая мебель,"улица Ленина, 10",2 этаж,614000,Центр ж/м,Ленинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительному звонку: сб-вс),+05:00,5.0,4,89954808555,,,,,,,,,https://vk.com/benaca,https://wa.me/79954808555,,,,,,https://t.me/+79954808555,,,,58.016364,56.257206,https://2gis.com/firm/70000001081370042,branch
Bottega,мастерская по изготовлению кухонь,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат,"улица Луначарского, 134",1 этаж,614068,Центральный (Дзержинский) м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00 (по предварительной записи),+05:00,5.0,10,89223335045,,,,,,,,,https://vk.com/bottega_kitchen,,,,,,,https://t.me/+79120601512,,,,58.002459,56.212111,https://2gis.com/firm/70000001060087867,branch
Constanta,мебельная фирма,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,"шоссе Космонавтов, 328",Г корпус,614500,,,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+05:00,,,83422799201,,,,,,,,,,,,,,,,,,,,57.951108,56.084661,https://2gis.com/firm/2252328095392860,branch
Deko,компания по изготовлению кухонь и дизайнерской мебели,Мебель на заказ; Мебель для кухни,"Песчаная улица, 1 к1",,614097,Красный Октябрь м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (по предварительной записи),+05:00,4.9,144,89519570099,,,,,,,,,,,,,,,,,,,,58.00115,56.153546,https://2gis.com/firm/70000001104077078,branch
Derzai,компания по производству мягкой и корпусной мебели из фанеры,Мебель на заказ; Мягкая мебель; Корпусная мебель,"Кутамышская улица, 2в/1",,614026,,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,89824696489,,,,,http://t.me/derzaimebel,,,,https://vk.com/derzaimebel,,,,,,,,,,https://youtube.com/rutube.ru/channel/52078045,58.120885,56.391866,https://2gis.com/firm/70000001095357464,branch
dizARThouse,арт-мастерская,Мебель на заказ; Интерьерные лестницы; Корпусная мебель,"улица Сергея Есенина, 45а",,614058,,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89824985874,89922141322,,,,,,,,,https://wa.me/79824985874,https://wa.me/79922141322,,viber://chat/?number=79824985874,,,,,,,58.007162,56.110353,https://2gis.com/firm/70000001036798570,branch
Element мебель,,Мебель на заказ; Корпусная мебель,"улица Малкова, 14",7 офис; 1 этаж,614087,Железнодорожный ж/м,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-14:00 (по предварительному звонку: сб),+05:00,4.9,37,89922042227,89223444461,,,,,,,,https://vk.com/element_mebel_perm,https://wa.me/79922042227,,,viber://chat/?number=79922042227,,,https://t.me/+79922042227,,,,57.993077,56.193563,https://2gis.com/firm/70000001065984721,branch
Gala Wood,компания по производству изделий из массива дерева,Мебель на заказ; Перегородки; Корпусная мебель; Детская мебель; Посуда; Мебель для кухни; Мебель для ванных комнат; Офисная мебель,"улица Дзержинского, 59",1 этаж,614068,Заимка м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,4.5,16,89935239287 (отдел продаж),,,,,,,,,,https://wa.me/79935239287,,,,,,https://t.me/space_pbv,,,,58.009559,56.166114,https://2gis.com/firm/70000001059436596,branch
Gilmanov,студия изготовления мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мягкая мебель,"шоссе Космонавтов, 335",3 этаж,614065,Верхние Муллы ж/м,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,3.9,14,89519474599,,,,,,,,,https://vk.com/gilmanov_mebel_perm,https://wa.me/79519474599,,,viber://chat/?number=79519474599,,,,,,,57.958694,56.132352,https://2gis.com/firm/70000001037407067,branch
Gilmanov,студия изготовления мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Кутамышская улица, 2а",,614026,,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,4.2,5,89223169717,,,,,,,,,https://vk.com/gilmanov_mebel_perm,https://wa.me/79519474599,,,,,,,,,,58.121611,56.393296,https://2gis.com/firm/70000001025438040,branch
"Hello, Forrest",,Мебель на заказ; Деревообработка,"улица Докучаева, 33",,614031,,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 12:00-19:00,+05:00,,,89962499593,,,,,,,,,,,,,,,,,,,,58.040189,56.167664,https://2gis.com/firm/70000001098467163,branch
Index,компания по изготовлению мебели премиального качества под заказ,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Бытовая техника; Светопрозрачные конструкции,"улица Карпинского, 91а лит Д",,614095,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительной записи),+05:00,,,89523357640,,,,,,,,,https://vk.com/kuhnizakaz59,https://wa.me/79523357640,,,,,,https://t.me/+79523357640,,,,57.971327,56.207646,https://2gis.com/firm/70000001090664620,branch
Johan Smit Мебель,мастерская по реставрации и изготовлению мебели из дерева,Мебель на заказ; Ремонт мебели,"Тополиная улица, 31",,614520,Култаево,,,Пермский муниципальный округ,Пермский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-17:00,+05:00,5.0,5,89824557928,89824703057,,,,,,,,https://vk.com/johansmit,https://wa.me/79825703057,https://wa.me/79824557928,,viber://chat/?number=79824703057,viber://chat/?number=79824557928,,https://t.me/+79824703057,,,,57.893551,55.896697,https://2gis.com/firm/70000001021268827,branch
HomeArt,мастерская мягкой мебели,Мебель на заказ; Мягкая мебель; Ремонт мебели; Мебельные ткани,"Березниковская улица, 145Б",,618400,,,Березники,город Березники муниципальный округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,,,89128896839,,,,,,,,,https://vk.com/id413395898,https://wa.me/79128896839,,,,,,https://t.me/+79128896839,,,,59.426274,56.785961,https://2gis.com/firm/70000001075790242,branch
Komandor-Закамск,мебельная фирма,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,"улица Оборонщиков, 4",13 офис; 2 этаж,614101,Центральный (Закамск) м-н,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительной записи: пн-пт),+05:00,,,83422506690,89024720934,,,,,,,,,https://wa.me/79024720934,,,viber://chat/?number=79024720934,,,https://t.me/+79024720934,,,,58.003265,55.960998,https://2gis.com/firm/2252328094708516,branch
Komodo Mebel,,Мебель на заказ; Корпусная мебель,"Промышленная улица, 13/3 к4",,617760,,,Чайковский,Чайковский городской округ,Пермский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+05:00,,,89197172282,,,,,,,,,https://vk.com/komodo_mebel_59,https://wa.me/79197172282,,,viber://chat/?number=79197172282,,,,,,,56.768114,54.123881,https://2gis.com/firm/70000001105482669,branch
Lew Мебель,мастерская корпусной мебели,Мебель на заказ; Корпусная мебель,"Промышленная улица, 15а",1 этаж,614065,Верхние Муллы ж/м,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,,,89655605501,,,,,,,,,https://vk.com/mebelopt.perm,,,,,,,,,,,57.956209,56.136637,https://2gis.com/firm/70000001103303040,branch
Loft Maker,компания по производству мебели из металла,Мебель на заказ; Мебельные фабрики; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Мебель для общественного питания; Стеллажи и витрины; Металлическая мебель; Торгово-выставочное оборудование; Оборудование для салонов красоты; Мебель для салонов красоты; Сварочные работы; Медицинская и лабораторная мебель; Мебель для учебных учреждений; Детская мебель; Заборы и ограждения; Металлоизделия; Металлообработка,"Хлебозаводская улица, 21",23 офис; 2 этаж,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку: пн-пт),+05:00,5.0,4,89824566188,,,,,,,,,,https://wa.me/79824566188,,,viber://chat/?number=79824566188,,,https://t.me/+79824566188,,,,57.967954,56.25651,https://2gis.com/firm/70000001065294249,branch
mebelGroup,производственный цех,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Бригадирская улица, 26а/1",,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89504773932,,,,,,,,,,,,,,,,,,,,57.968058,56.294967,https://2gis.com/firm/70000001103705165,branch
Mebelier,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни,"Газеты Звезда, 13",3 этаж,614000,Центр ж/м,Ленинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 11:00-18:00,+05:00,,,83422146111,89128817947,,,,,,,,,https://wa.me/79128817947,,,viber://chat/?number=79128817947,,,,,,,58.013774,56.241638,https://2gis.com/firm/2252328095013578,branch
