Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Доступный лофт,компания по изготовлению мебели из массива,Мебель на заказ; Мебель для общественного питания; Мебель для кухни; Мебель для ванных комнат; Офисная мебель; Распиловка древесины; Деревообработка; Пило- и лесоматериалы,"2-я Шагольская улица, 25/4",,454015,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00 (по предварительной записи),+05:00,4.3,28,89227352297,,,,,http://t.me/dostypnyloft,,,,https://vk.com/loft_chel,https://wa.me/79227352297,,,,,,https://t.me/+79227352297,,,https://youtube.com/@loft_chel,55.232498,61.302759,https://2gis.com/firm/70000001065578888,branch
Древада,мебельная компания,Мебель на заказ; Офисная мебель; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Матрасы,"проспект Победы, 19/1",цокольный этаж,456604,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,22,89000727762,89517708768,,,,,,,,https://vk.com/mebeldrewada,https://wa.me/79000727762,,,,,,https://t.me/+79518044544,https://t.me/+79000727762,,,55.117088,61.60597,https://2gis.com/firm/70000001033423855,branch
Древада,склад,Мебель на заказ; Мебель для кухни; Мягкая мебель; Корпусная мебель; Детская мебель,"улица Янки Купалы, 31",362 помещение,456612,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,,,89087093031,,,,,,,,,https://vk.com/mebeldrewada,https://wa.me/79000727762,,,,,,https://t.me/+79518044544,https://t.me/+79000727762,,,55.117972,61.640853,https://2gis.com/firm/70000001024639095,branch
Древо Стиль,столярное производство,"Мебель на заказ; Деревообработка; Мебель для кухни; Интерьерные лестницы; Межкомнатные двери; Мебель для ванных комнат; Детская мебель; Входные двери; Ремонт мебели; Мебельные фасады; Печи и камины для помещений; Корпусная мебель; Офисная мебель; Стеновые панели; Распиловка древесины; Заборы и ограждения; Погонажные изделия; Мебель для общественного питания; Пило- и лесоматериалы; Строительство бань и саун; Строительство дач и коттеджей; Фасадные работы; Остекление и отделка балконов; ЛДСП, ДВПО, МДФ; ДСП, ДВП, фанера; Садово-парковая мебель; Жалюзи; Каркасно-тентовые конструкции; Комплектующие для дверей; Товары для бань и саун; Полимерная порошковая окраска","Томинская улица, 2",1 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительному звонку),+05:00,3.0,6,89080479218,,,,,,,,,https://vk.com/derevo_style74,https://wa.me/79080479218,,,viber://chat/?number=79080479218,,,https://t.me/+79955479218,,,,55.122419,61.37954,https://2gis.com/firm/70000001041737889,branch
Дюна,торгово-производственная фирма,Мебель на заказ; Офисная мебель; Корпусная мебель; Торгово-выставочное оборудование,"Центральная улица, 1а/1",,454930,,,,Сосновский муниципальный округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,,,89043083717,83517762088,,,,,,,,,https://wa.me/79043083717,,,,,,,,,,55.071771,61.301936,https://2gis.com/firm/2111590608560599,branch
Ева,студия мягкой мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель,"улица Героев Танкограда, 83п/4",9 бокс; 1 этаж,454081,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-17:00,+05:00,3.8,12,89123213996,89193275897,,,,,,,,https://vk.com/club117594421,https://wa.me/79123213996,https://wa.me/79193275897,,,,,,,,,55.196104,61.438331,https://2gis.com/firm/2111590608739348,branch
Евгений Древодел,живая мастерская,Мебель на заказ; Мебель для кухни; Мебель для общественного питания; Мебель для ванных комнат; Офисная мебель,"2-я Павелецкая улица, 36 к5",территория завода Теплоприбор,454047,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку: пн-пт),+05:00,5.0,1,89227256590,,,,,,,,,https://vk.com/evgeny_drevodel,https://wa.me/79227256590,,,viber://chat/?number=79227256590,,,https://t.me/+79227256590,,,,55.277579,61.400998,https://2gis.com/firm/70000001065150027,branch
Злата,компания по изготовлению мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Комсомольский проспект, 78",,454014,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,25,88462316003,,,,,,,,,https://vk.com/kyxni_na_zakaz_cheliabinsk,,,,,,,,,,,55.194974,61.310942,https://2gis.com/firm/70000001112975805,branch
Золотое Руно,салон мягкой мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель,"проспект Победы, 348 ст1","35, 36 секция; 4 этаж",454014,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:30-20:00; Вт: 10:30-20:00; Ср: 10:30-20:00; Чт: 10:30-20:00; Пт: 10:30-20:00; Сб: 10:30-20:00; Вс: 10:30-20:00,+05:00,4.5,6,89525284675,,,,,,,,,https://vk.com/lane_sofa,https://wa.me/79525284675,,,viber://chat/?number=79525284675,,,,,,,55.190252,61.320114,https://2gis.com/firm/70000001021392813,branch
ИзбаДекор,мебельная фабрика,Мебель на заказ; Мебельные фасады; Корпусная мебель; Художественные мастерские; Садово-парковая мебель; Интерьерные лестницы; Детская мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат,"1-я Потребительская улица, 6",1 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,83512621202,,,,,,,,,https://vk.com/izbadecor,,,,,,,,,,,55.105325,61.383938,https://2gis.com/firm/70000001032122472,branch
Има.про,,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель для кухни; Дизайн интерьеров; Детская мебель; Стекло и зеркала,"Рязанская улица, 8",,454100,Градский Прииск пос.,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.7,1,89080626293,,,,,,,,,https://vk.com/imapro74,https://wa.me/79080626293,,,viber://chat/?number=79080626293,,,,,,,55.187308,61.274881,https://2gis.com/firm/70000001035490417,branch
Индиго,студия мебели и интерьера,Мебель на заказ; Дизайн интерьеров; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Худякова, 12",33 секция; 2 этаж; левое крыло; напротив салона Мебель от Белоусова,454048,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+05:00,4.6,41,89058385509,89525139787,,,,,,,,https://vk.com/meb_indigo,https://wa.me/79058385509,,,viber://chat/?number=79058385509,,,,,,,55.147975,61.370208,https://2gis.com/firm/2111590608592173,branch
Интерьер двери,торгово-производственная фирма,Мебель на заказ; Входные двери; Межкомнатные двери; Мебель для кухни; Корпусная мебель; Мебель из стекла; Перегородки; Мебельные фасады,"улица Шарова, 73",21 секция; 2 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.4,7,83517259646,,,,,,,,,,https://wa.me/79000928868,,,,,,https://t.me/+79000928868,,,,55.116695,61.390841,https://2gis.com/firm/2111590606316534,branch
Интерьер-люкс,студия мебели,Мебель на заказ; Корпусная мебель,"улица Курчатова, 34",цокольный этаж,454020,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,3.5,4,89517757887,,,,,,,,,,,,,,,,,,,,55.153174,61.382966,https://2gis.com/firm/2111590608682440,branch
Интерьерные решения,студия мебели и дизайна,Мебель на заказ; Детская мебель; Мягкая мебель; Корпусная мебель; Мебель для кухни; Матрасы; Офисная мебель; Сувенирные композиции,"улица Худякова, 12","90, 92, 105 секция; 2 этаж; правое крыло",454048,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,2.9,14,89514602027,89514602337,89514604449,,,,,,,,https://wa.me/79514602027,,,viber://chat/?number=79514602027,,,https://t.me/+79514602027,https://t.me/+79514604449,https://t.me/+79514602337,,55.148142,61.373038,https://2gis.com/firm/2111590608332061,branch
Интерьерный роман,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Мебель для салонов красоты; Офисная мебель; Корпусная мебель; Матрасы,"улица Дарвина, 2",2 зал; 224 секция; 2 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.3,13,89512610583,,,,,,,,,https://vk.com/interior_novel,https://wa.me/79512610583,,,viber://chat/?number=79512610583,,,,,,,55.118861,61.384415,https://2gis.com/firm/70000001062509108,branch
Искусство Сварки,,Мебель на заказ; Сварочные работы; Металлоконструкции для строительства; Металлообработка; Металлоизделия; Заборы и ограждения; Мебель для кухни,"Бахчисарайская улица, 31а/3074",,454138,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,13,89821016051,,,,,,,,,,https://wa.me/79821016051,,,viber://chat/?number=79821016051,,,https://t.me/+79821016051,,,,55.20156,61.341462,https://2gis.com/firm/70000001105350692,branch
Кабинет,производственный цех,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Троицкий тракт, 48а",,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:30; Вт: 09:00-17:30; Ср: 09:00-17:30; Чт: 09:00-17:30; Пт: 09:00-17:30; Сб: 09:00-16:00,+05:00,5.0,1,89080514111,,,,,,,,,,,,,,,,,,,,55.112032,61.392907,https://2gis.com/firm/70000001030154925,branch
Кабинет,студия мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Свободы, 91 к1Б",10 сектор,454090,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-16:00,+05:00,2.6,8,89080514111,,,,,,,,,,,,,,,,,,,,55.163758,61.413126,https://2gis.com/firm/70000001030154923,branch
Кабинет,студия мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Шарова, 77",2 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:30; Вт: 09:00-17:30; Ср: 09:00-17:30; Чт: 09:00-17:30; Пт: 09:00-17:30; Сб: 09:00-14:00,+05:00,,,89080514111,,,,,,,,,,,,,,,,,,,,55.115339,61.390102,https://2gis.com/firm/70000001030154807,branch
Камодисс,мебельная мастерская,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Ремонт мебели; Мебель для ванных комнат; Мебельные фасады; Сборка мебели,"улица Блюхера, 69г",1 этаж,454087,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,83512237676,89191237676,,,,,,,,,https://wa.me/79191237676,,,,,,,,,,55.127084,61.371781,https://2gis.com/firm/70000001018298454,branch
Катрина,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель; Мебель для ванных комнат; Мебель из стекла; Матрасы,"Бажова улица, 91",1 этаж,454071,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,4.2,11,83512352121,,,,,,,,,https://vk.com/mebelkatrina,,,,,,,,,,,55.180862,61.453649,https://2gis.com/firm/70000001033512530,branch
Кашалот,студия дизайна интерьера и мебели на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель; Металлическая мебель; Стеновые панели; Дизайн интерьеров,"улица Пушкина, 70",1 этаж,454091,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,4.9,163,89088204747,,,,,,,,,,https://wa.me/79088204747,,,,,,https://t.me/+79088204747,,,,55.155925,61.410294,https://2gis.com/firm/70000001061686208,branch
Компания леспром,деревообрабатывающий цех,Мебель на заказ; Стеновые панели; Комплектующие для дверей; Корпусная мебель,"Валдайская улица, 13а",,454081,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00; Сб: 08:30-18:00,+05:00,,,89028976001,89823374119,,,,,,,,https://vk.com/lespromic,https://wa.me/79028976001,https://wa.me/79823374119,,,,,,,,,55.212763,61.454921,https://2gis.com/firm/70000001036562655,branch
Компания по изготовлению мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Молодогвардейцев, 1/7",,454076,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,5.0,1,89518108979,,,,,,,,,https://vk.com/public214090873,,,,,,,,,,,55.214039,61.311306,https://2gis.com/firm/70000001104458252,branch
Компания по изготовлению мебели,,Мебель на заказ; Ремонт мебели; Мягкая мебель,"улица Танкистов, 179Б",,454085,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,89124737138,89124766780,,,,,,,,,https://wa.me/79124737138,,,viber://chat/?number=79124766780,,,https://t.me/+79124737138,,,,55.16914,61.473611,https://2gis.com/firm/70000001065629163,branch
Компания по изготовлению мебели,ИП Истомина А.А.,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"1-й участок ЧЭМК, 6",,454081,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+05:00,5.0,3,89512475885,,,,,,,,,https://vk.com/mebel_yanis,,,,,,,,,,,55.195801,61.413943,https://2gis.com/firm/70000001114482570,branch
Компания по изготовлению мебели на заказ,,Мебель на заказ; Корпусная мебель,"улица Лермонтова, 18",,454904,Новосинеглазово м-н,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+05:00,,,89507300697,,,,,,,,,https://vk.com/korpusmebel11,https://wa.me/79507300697,,,,,,,,,,55.035701,61.372105,https://2gis.com/firm/70000001096248587,branch
Компания по изготовлению мебели на заказ,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Детская мебель,"Свердловский тракт, 14 к5",,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,3,89323022223,89823423570,,,,,,,,,,,,,,,https://t.me/+79323022223,,,,55.228433,61.368953,https://2gis.com/firm/70000001062908698,branch
Компания по производству мебели,,Мебель на заказ; Корпусная мебель,,,456658,Октябрьский пос.,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89085728808,89080857334,,,,,,,,,,,,,,,,,,,54.989148,61.474734,https://2gis.com/firm/70000001098204888,branch
Компас,фабрика мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Автодорожная улица, 6",,454008,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,2,89518102201,,,,,,,,,https://vk.com/kompasmebelnayafabrika,https://wa.me/79518102201,,,,,,,,,,55.207721,61.367211,https://2gis.com/firm/70000001037654618,branch
Комфорт,компания по перетяжке мягкой мебели,Мебель на заказ; Мягкая мебель; Ремонт мебели; Корпусная мебель,"Туруханская улица, 49",1 этаж,454139,Сельмаш пос.,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.8,5,89507412236,,,,,,,,,,https://wa.me/79507412236,,,,,,,,,,55.100318,61.486829,https://2gis.com/firm/70000001031664467,branch
Компания по изготовлению корпусной мебели,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,,457103,,,Троицк,Троицкий городской округ,Челябинская область,Россия,,+05:00,,,,,,,,,,,,,,,,,,,,,,,54.080616,61.543155,https://2gis.com/firm/70000001101760764,branch
Компания по производству мебели на заказ,,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Октябрьская улица, 95",2 помещение,457100,,,Троицк,Троицкий городской округ,Челябинская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-16:00 (по предварительному звонку),+05:00,,,89511168200,,,,,,,,,,https://wa.me/79511168200,,,viber://chat/?number=79511168200,,,,,,,54.083478,61.567362,https://2gis.com/firm/70000001076916982,branch
Комфорт,студия мебели,Мебель на заказ; Мягкая мебель,"Молдавская улица, 16",4 этаж,454021,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,89514473310,89043007178,,,,,,,,,,,,,,,,,,,55.190755,61.303118,https://2gis.com/firm/70000001036011137,branch
