Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Сайф Тимер,,Мебель на заказ; Кованые изделия; Садово-парковая мебель; Сварочные работы,"улица Тилимбаева, 26",,625516,,,,Тюменский район,Тюменская область,Россия,,+05:00,,,89199499506,,,,,,,,,,,,,,,,,,,,57.069362,65.809996,https://2gis.com/firm/70000001112647104,branch
Светлый выбор,"компания по изготовлению корпусной мебели под заказ кухни, шкафы, фасады, и изготовление конструкций из ПВХ",Мебель на заказ; Остекление и отделка балконов; Окна; Теплоизоляционные материалы; Входные группы,"улица Дружбы, 227 ст11",,625031,Тарманы м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.8,20,83452472410,89324739292,,svetliy.vybor@yandex.ru,,,,,,https://vk.com/svetliyvybortmn,,,,,,,https://t.me/+79324739292,,,,57.179635,65.602287,https://2gis.com/firm/70000001095207395,branch
Свой стиль,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебельные фасады; Мебель для общественного питания; Мебель для учебных учреждений; Стеллажи и витрины; Торгово-выставочное оборудование; Перегородки,"улица Муллы-Нур Вахитова, 5а ст2",,625043,Парфёново м-н,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00 (по предварительному звонку: сб-вс),+05:00,5.0,30,89829821114,,,,,,,,,,https://wa.me/79829821114,,,viber://chat/?number=79829821114,,,https://t.me/+79829821114,,,,57.190659,65.543918,https://2gis.com/firm/70000001090639402,branch
Сдс,мебельная компания,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Мебель для учебных учреждений,,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-15:00,+05:00,,,89129258926,,,,,,,,,,https://wa.me/79129258926,,,viber://chat/?number=79129258926,,,,,,,,,https://2gis.com/firm/1830115629596826,branch
Семёновские кухни,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады,"улица Константина Заслонова, 37 ст3",ворота 16,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (по предварительной записи),+05:00,5.0,8,89292692672,83452602672,,,,,,,,https://vk.com/kuhni72tmn,https://wa.me/79292692672,,,,,,https://t.me/+79292692672,,,,57.161038,65.646974,https://2gis.com/firm/70000001080663583,branch
Семья,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для кухни; Корпусная мебель; Детская мебель; Матрасы,"Московский тракт, 120 ст2",272 место; 201 павильон; 2 этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:30; Вт: 09:00-18:30; Ср: 09:00-18:30; Чт: 09:00-18:30; Пт: 09:00-18:30; Сб: 09:00-18:30; Вс: 09:00-18:30,+05:00,3.5,36,89199377374,,,,,,,,,,https://wa.me/79199377374,,,,,,,,,,57.13411,65.490736,https://2gis.com/firm/70000001042834723,branch
Сервис мебель,фабрика,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Мягкая мебель; Детская мебель,"Барабинская улица, 3 ст26",37 складское помещение,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+05:00,,,89123990742,,,,,,,,,,https://wa.me/79123990742,,,,,,,,,,57.158133,65.603112,https://2gis.com/firm/70000001090175721,branch
Сиблес,мебельный магазин,Мебель на заказ; Мебельные магазины; Детская мебель; Матрасы; Мебель для кухни; Мебельные фабрики; Мебельные фасады; Стеновые панели; Бытовая техника; Корпусная мебель; Мягкая мебель; Мебель для ванных комнат,"Ветеранов Труда, 58 ст1",2 этаж,625031,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.2,10,83452470100,,,,,,,,,,https://wa.me/79220771017,,,,,,https://t.me/+79220771017,,,,57.195987,65.595772,https://2gis.com/firm/70000001066041512,branch
Слава,мебельная компания,"Мебель на заказ; Мебельные фасады; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель; Распиловка древесины; Ремонт мебели; ЛДСП, ДВПО, МДФ","Газопромысловая улица, 1 ст2",1 этаж,625029,Тарманы м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,4.0,18,89044924463 (единый номер: пн-пт 10:00-18:00),83452924463 (единый номер: пн-пт 10:00-18:00),89129982311 (единый номер: пн-пт 10:00-18:00),,,,,,,,https://wa.me/79129982311,,,,,,,,,,57.185551,65.624839,https://2gis.com/firm/1830115629700435,branch
Слава,Производственный цех,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Детская мебель; Распиловка древесины; Ремонт мебели; Мебельные фасады,"улица Чекистов, 26 ст14",1 этаж; база Кедр,625014,Строителей пос.,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00,+05:00,4.8,12,89044924463 (единый номер: пн-пт 10:00-18:00),83452924463 (единый номер: пн-пт 10:00-18:00),89129982311 (единый номер: пн-пт 10:00-18:00),,,,,,,,https://wa.me/79129982311,,,,,,,,,,57.109785,65.65367,https://2gis.com/firm/70000001039521130,branch
Стальмебель,торгово-производственная компания,Мебель на заказ; Металлическая мебель; Сварочные работы; Металлоизделия; Заборы и ограждения; Металлоконструкции для строительства; Металлообработка; Полимерная порошковая окраска,"улица Чекистов, 30 ст7",,625014,Строителей пос.,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (по предварительному звонку),+05:00,5.0,3,89923033577,89220091099,,,,,,,,https://vk.com/stalmebel72,https://wa.me/79220091099,https://wa.me/79923033577,,viber://chat/?number=79220091099,,,,,,,57.113248,65.650106,https://2gis.com/firm/70000001045405245,branch
Стальной Бродяга,компания,Мебель на заказ; Металлообработка; Металлоконструкции для строительства; Теплицы,"Ямская улица, 105 ст3",5 цех,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+05:00,5.0,4,89617824687,,,,,,,,,https://vk.com/steel.tramp,https://wa.me/79630568568,https://wa.me/79617824687,,,,,,,,,57.156536,65.47294,https://2gis.com/firm/70000001075764734,branch
Стефания,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни,"Николая Чаплина улица, 115а",2 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+05:00,4.3,12,89199370710,,,,,,,,,https://vk.com/stefaniya72,https://wa.me/79199370710,,,,,,https://t.me/+79199370710,,,,57.128808,65.53959,https://2gis.com/firm/70000001039926243,branch
Стильное пространство,компания по изготовлению мебели под заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Офисная мебель,"проезд Воронинские горки, 142 ст3",,625056,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-15:00,+05:00,5.0,11,89199242016,,,,,,,,,https://vk.com/stilnoe_prostranstvo,https://wa.me/79199242016,,,,,,https://t.me/+79199242016,,,,57.186545,65.461752,https://2gis.com/firm/70000001087011208,branch
Столин,салон столов и стульев,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица 30 лет Победы, 7/5",2 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,6,89292688300,,,,,,,,,https://vk.com/stolin.home72,,,,,,,https://t.me/+79292688300,,,,57.131605,65.556068,https://2gis.com/firm/70000001094230666,branch
Столярная мастерская,,Мебель на заказ; Мебель для ванных комнат; Деревообработка; Садово-парковая мебель; Интерьерные лестницы; Декоративные отделочные материалы; Строительство дач и коттеджей; Корпусная мебель,"Велижанский тракт 5 километр, 37/1",,625059,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.7,14,89123890559,89048894180,,,,http://t.me/mebellofttmn,,,,,https://wa.me/79123890559,https://wa.me/79048894180,,,,,https://t.me/+79123890559,,,,57.213888,65.628826,https://2gis.com/firm/70000001066392475,branch
Столярная мастерская,,Мебель на заказ; Деревообработка; Детская мебель; Корпусная мебель; Мебель для кухни; Ремонт мебели; Мебель для ванных комнат,"улица 50 лет Октября, 120 ст4",,625013,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:30-18:30; Вт: 09:30-18:30; Ср: 09:30-18:30; Чт: 09:30-18:30; Пт: 09:30-18:30 (по предварительному звонку),+05:00,4.0,8,89026208297,,,,,,,,,https://vk.com/id789514687,https://wa.me/79026208297,,,,,,https://t.me/+79026208297,,,,57.132039,65.605555,https://2gis.com/firm/70000001051334828,branch
Столярная мастерская,,Мебель на заказ; Детская мебель; Деревообработка; Мебель для кухни; Интерьерные лестницы,"Дамбовская улица, 41 ст4",,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,1.7,1,83452481614,,,,,,,,,,,,,,,,,,,,57.15424,65.616972,https://2gis.com/firm/70000001037752013,branch
Столярный цех,,Мебель на заказ; Деревообработка; Интерьерные лестницы; Погонажные изделия; Фрезеровка неметаллов,"Московский тракт, 133",цокольный этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89220492991,,,,,http://dzen.ru/id/6a154d53a6ed872630d516d1?share_to=link,,,,,,,,,,,https://t.me/+79220492991,,,,57.132659,65.494949,https://2gis.com/firm/70000001110769067,branch
Студия кухни Виталия Жукова,,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Детская мебель,"улица Республики, 205 к1",10 офис; 1 этаж,625019,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.8,92,83452381091,89829481091,,,,,,,,https://vk.com/skuhni,,,,,,,https://t.me/+79829481091,,,,57.127023,65.597185,https://2gis.com/firm/70000001025742885,branch
Студия мебели индивидуального производства,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Мебельные фасады,"Академический проезд, 5 ст1",114 офис; 1 этаж,625063,Московский Дворик м-н,,,Тюменский район,Тюменская область,Россия,Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,,,89667617587,,,,,,,,,,https://wa.me/79667617587,,,,,,https://t.me/+79667617587,,,,57.119915,65.46522,https://2gis.com/firm/70000001102205207,branch
Т-Мебель,,Мебель на заказ; Корпусная мебель,"улица Малышева, 2а ст3в",,625029,Тарманы м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00,+05:00,5.0,7,89220404343,,,,,,,,,,,,,,,,,,,,57.190908,65.609741,https://2gis.com/firm/70000001110653183,branch
Табыш,сеть магазинов дерева,"Мебель на заказ; Погонажные изделия; Отделочные материалы; Ремонт помещений; Корпусная мебель; Пило- и лесоматериалы; Товары для бань и саун; ДСП, ДВП, фанера; Напольные покрытия; Лаки и краски; Герметики и клеи; Интерьерные лестницы; Садово-парковая мебель","Горпищекомбинатовская улица, 21а",1 этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,"Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-12:00, 14:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00",+05:00,4.4,21,83452500323 (доп.522),83452500323 (доп.512),,tabyshopt@gmail.com,,http://jivo.chat/8bD5BaoOIZ,,,,https://vk.com/tabysh72,https://wa.me/79044747222,,,viber://chat/?number=79044747222,,,https://t.me/+79044747222,,,,57.136522,65.487327,https://2gis.com/firm/70000001082344468,branch
Твоя Мебель,компания,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Офисная мебель; Мебель для кухни,"улица 30 лет Победы, 33/2",205 цех,625016,,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,3.0,2,89220431299,89292652854,,,,,,,,https://vk.com/tvoyamebel72,https://wa.me/79220431299,,,viber://chat/?number=79220431299,,,,,,,57.124965,65.573523,https://2gis.com/firm/70000001044328961,branch
Территория уюта,гипермаркет мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Матрасы; Офисная мебель; Мебель для кухни,"улица Бакинских Комиссаров, 5",2 этаж,625041,Дом обороны м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.0,6,89199322531,,,,,,,,,,https://wa.me/79199322531,,,viber://chat/?number=79199322531,,,,,,,57.160061,65.480419,https://2gis.com/firm/70000001049490327,branch
Титан-gs,компания,Мебель на заказ; Корпусная мебель,"улица 50 лет Октября, 120а к8",,625013,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,,+05:00,,,,,,,,,,,,,,,,,,,,,,,57.129182,65.610147,https://2gis.com/firm/70000001111794016,branch
Тренд мебель,производственная компания,Мебель на заказ; Мебель для кухни,"Перекопская улица, 38",3 этаж,625003,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00 (по предварительному звонку),+05:00,5.0,102,89328880585,,,,,,,,,,https://wa.me/79328880585,,,,,,https://t.me/+79328880585,,,,57.156315,65.515652,https://2gis.com/firm/70000001103662123,branch
Тюменская Мастерская,,Мебель на заказ; Офисная мебель; Торгово-выставочное оборудование; Садово-парковая мебель; Металлическая мебель; Корпусная мебель; Стеллажи и витрины; Заборы и ограждения; Мебель для кухни; Мебель для ванных комнат; Мебель для общественного питания,"Васильковая улица, 6",,625041,Дом обороны м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,5.0,2,89199370142,,,,,,,,,https://vk.com/loft_72ru,https://wa.me/79199370142,,,,,,,,,,57.169368,65.460062,https://2gis.com/firm/70000001047239727,branch
Тюменская мебельная фабрика,,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для учебных учреждений,"Молодёжная улица, 74",1 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-17:00,+05:00,5.0,8,83452248896,,,,,,,,,,,,,,,,,,,,57.131154,65.545101,https://2gis.com/firm/1830115629873071,branch
Успех,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Детская мебель,"улица Александра Пушкина, 14",,625062,,,,Тюменский район,Тюменская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-17:00 (по предварительной записи),+05:00,,,,,,,,,,,,,,,,,,,,,,,57.090341,65.508623,https://2gis.com/firm/70000001115838553,branch
Уютные кухни 72,,Мебель на заказ; Мебель для кухни,,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,2,89526840029,,,,,http://t.me/yut_kuhni_72,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001110925490,branch
Феникс,мебельный салон,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Мягкая мебель; Мебельные магазины,"Московский тракт, 120 ст2",277 павильон; 2 этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:30; Вт: 09:00-18:30; Ср: 09:00-18:30; Чт: 09:00-18:30; Пт: 09:00-18:30; Сб: 09:00-18:30; Вс: 09:00-18:30,+05:00,,,89088696718,,,,,,,,,,,,,,,,https://t.me/+79088696718,,,,57.133918,65.490904,https://2gis.com/firm/70000001094717927,branch
Феникс,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель; Мебель для кухни; Мягкая мебель,"Дамбовская улица, 51г",2 этаж,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,2,89523495119,,,,,,,,,,,,,,,,,,,,57.151412,65.621318,https://2gis.com/firm/70000001080301179,branch
