Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
So Wood,,Мебель на заказ; Офисная мебель; Мебель для кухни; Ремонт мебели; Мебель для ванных комнат; Деревообработка,"улица Щербакова, 160 ст1",2 этаж,625031,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,3,89995123213,,,,,,,,,https://vk.com/sowood,https://wa.me/79995123213,,,viber://chat/?number=79995123213,,,https://t.me/+79995123213,,,,57.194856,65.589865,https://2gis.com/firm/70000001067022059,branch
Soft-мебель,салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Матрасы,"улица 30 лет Победы, 7/5",2 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.4,27,89220483377,,,,,,,,,https://vk.com/softmebel,https://wa.me/79220483377,https://wa.me/79829179575,,,,,https://t.me/+79220483377,,,,57.131985,65.556322,https://2gis.com/firm/70000001034996982,branch
Sotnikov,,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель; Детская мебель,"Новогодняя улица, 2 ст1",1 этаж,625031,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00 (по предварительной записи),+05:00,4.4,7,89323211323,,,,,,,,,https://vk.com/igor.sotnikov,,,,,,,https://t.me/+79323211323,,,,57.184316,65.569866,https://2gis.com/firm/70000001007489332,branch
Soyka mebel,компания по изготовлению мебели в стиле лофт,"Мебель на заказ; Мангалы, коптильни, тандыры; Мебель для общественного питания; Мебель для салонов красоты; Офисная мебель; Садово-парковая мебель; Кованые изделия; Металлическая мебель; Металлоизделия","улица Федюнинского, 43",1 этаж,625062,Тюменский 3-й м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,3,89326222229,,,,,http://soykamebel.ru/?utm_source=2gis,http://t.me/soyka_mebel,,,https://vk.com/club229863757,,,,,,,https://t.me/soykamebel_sales,,,,57.111704,65.547263,https://2gis.com/firm/70000001112486568,branch
Soyka mebel,компания по изготовлению мебели в стиле лофт,"Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Мебель для ванных комнат; Мебель для общественного питания; Садово-парковая мебель; Товары для бань и саун; Мебель для салонов красоты; Мангалы, коптильни, тандыры","улица Федюнинского, 55",2 этаж,625033,Тюменский 3-й м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,15,89326222229,,,,,http://soykamebel.ru/?roistat=2GIS_mikhaylovskiy,http://t.me/soyka_mebel,,,https://vk.com/club229863757,,,,,,,https://t.me/soykamebel_sales,,,,57.106903,65.559737,https://2gis.com/firm/70000001101123044,branch
Soyka mebel,компания по изготовлению мебели в стиле лофт,"Мебель на заказ; Корпусная мебель; Мебель для кухни; Товары для бань и саун; Садово-парковая мебель; Мебель для ванных комнат; Мебель для общественного питания; Мебель для салонов красоты; Офисная мебель; Мангалы, коптильни, тандыры",,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,15,83452600229,,,,,http://soykamebel.ru/?utm_source=2gis,http://t.me/soyka_mebel,,,https://vk.com/club229863757,,,,,,,https://t.me/soykamebel_sales,,,,,,https://2gis.com/firm/70000001100210642,branch
Status.Mebel.72,компания производству корпусной мебели на заказ,Мебель на заказ; Корпусная мебель,"Камчатская улица, 202/1",,625034,Тура м-н,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,5.0,7,89504962899,,,,,http://t.me/status_mebel_72,,,,https://vk.com/mebel_status_72,https://wa.me/79504962899,,,,,,,,,,57.150138,65.689923,https://2gis.com/firm/70000001100094163,branch
Studio&Design,студия изготовления мебели на заказ,Мебель на заказ; Дизайн интерьеров; Мебель для кухни; Корпусная мебель,,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,6,89044948533,,,,,,,,,,https://wa.me/79044948533,,,viber://chat/?number=79044948533,,,,,,,,,https://2gis.com/firm/70000001064790176,branch
Style,студия декора,Мебель на заказ; Дизайн интерьеров; Стеновые панели; Перегородки; Офисная мебель; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Детская мебель; Облицовочные материалы для мебели; Декоративные отделочные материалы; Мебельные фасады; Мебель для общественного питания,,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,11,89959408872,,,,,,,,,https://vk.com/decor_style_72,https://wa.me/79959408872,,,,,,https://t.me/+79959408872,https://t.me/studio_decor_style,,,,,https://2gis.com/firm/70000001105190879,branch
Sv купе,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Офисная мебель; Мебель для кухни; Детская мебель,"улица 30 лет Победы, 7/5",3 этаж,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,1.0,1,89199588003,89129227187,,,,,,,,https://vk.com/svkupe72,https://wa.me/79129227187,https://wa.me/79199588003,,,,,https://t.me/+79129227187,,,,57.131336,65.555744,https://2gis.com/firm/1830115629857234,branch
TuraGrad,мебельный магазин,Мебель на заказ; Мебельные магазины; Мебель для кухни; Мебель для салонов красоты; Корпусная мебель; Детская мебель; Мебель для ванных комнат,"улица Черепанова, 80",1 этаж,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,"Пн: 09:00-13:00, 14:00-20:00; Вт: 09:00-13:00, 14:00-20:00; Ср: 09:00-13:00, 14:00-20:00; Чт: 09:00-13:00, 14:00-20:00; Пт: 09:00-13:00, 14:00-20:00; Сб: 09:00-13:00, 14:00-20:00",+05:00,5.0,7,89612100906,,,,,,,,,https://vk.com/zdmebel72,https://wa.me/79612100906,,,viber://chat/?number=79612100906,,,https://t.me/+79612100906,,,,57.151391,65.451,https://2gis.com/firm/70000001093545533,branch
Vershina group,компания по ремонту и дизайну квартир,Мебель на заказ; Ремонт помещений; Строительство дач и коттеджей; Дизайн интерьеров; Кровельные работы; Электромонтажные работы; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат,"2-я Луговая улица, 24 к1",1 этаж,625005,Заречный м-н,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:30; Вт: 10:00-19:30; Ср: 10:00-19:30; Чт: 10:00-19:30; Пт: 10:00-19:30; Сб: 10:00-19:30; Вс: 10:00-19:30,+05:00,4.9,61,89220080506,89199310345,83452600107,vershinagroup72@yandex.ru,,http://vershinagroup72.ru/?utm_source=2gis ,,,,https://vk.com/vershina.group,https://wa.me/79199310345,,,,,,https://t.me/+79199310345,,,,57.168693,65.54062,https://2gis.com/firm/70000001061498850,branch
Vivaldi home,"фабрика по изготовлению мягкой мебели, диванов и кроватей по индивидуальным размерам",Мебель на заказ; Мебельные магазины; Матрасы; Детская мебель; Стеновые панели; Корпусная мебель; Мягкая мебель,"улица Федюнинского, 43",3 этаж,625062,Тюменский 3-й м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,15,,,,,,,,,,,,,,,,,,,,,57.112586,65.545202,https://2gis.com/firm/70000001110110664,branch
Vizualno,студия дизайна и мебели,Мебель на заказ; Дизайн интерьеров; Мебель для кухни; Детская мебель; Изделия из камня для помещений; Ремонт помещений,"улица Механизаторов, 67а",,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,6,83452970755,83452996161,,,,,,,,,,,,,,,https://t.me/+79044970755,,,,57.153058,65.456189,https://2gis.com/firm/70000001093013995,branch
Will_Mebel72,торгово-производственная компания,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Офисная мебель; Корпусная мебель; Детская мебель,"улица Пермякова, 1",604 офис; 6 этаж,625013,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00 (по предварительному звонку),+05:00,5.0,46,89129934201,,,,,http://t.me/will_mebel,,,,https://vk.com/will_mebel72.tm72,https://wa.me/79129934201,,,,,,https://t.me/+79129934201,,,,57.132398,65.601344,https://2gis.com/firm/70000001087431401,branch
Wood Stock,,Мебель на заказ; Деревообработка; Корпусная мебель; Погонажные изделия; Мебель для кухни; Мебель для ванных комнат,"Ветеранов Труда, 28",2 этаж,625031,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+05:00,5.0,5,89952287473,,,,,,,,,,https://wa.me/79952287473,,,viber://chat/?number=79952287473,,,https://t.me/+79952287473,,,,57.183181,65.59458,https://2gis.com/firm/70000001068093440,branch
Wood workshop,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Дизайн интерьеров,"Кубанская улица, 2",9 офис; 2 этаж,625032,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку: пн-сб),+05:00,5.0,3,89224806016,,,,,,,,,,https://wa.me/79224806016,,,viber://chat/?number=79224806016,,,,,,,57.125343,65.515555,https://2gis.com/firm/70000001057414184,branch
Woodroom,,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни,"Кубанская улица, 2/1",1 этаж,625032,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,"Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-17:00; Вс: 10:00-17:00 (по предварительной записи: сб, вс)",+05:00,5.0,2,89829387275,,,,,,,,,,https://wa.me/79829387275,,,,,,,,,,57.125787,65.514859,https://2gis.com/firm/70000001064713037,branch
Woodville,дизайн-студия мебели,Мебель на заказ; Офисная мебель; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат,"улица Розы Трениной, 3",2 этаж,625051,Тюменский 1-й м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.2,57,89292009009,,,,,,,,,https://vk.com/woodville_72,,,,,,,https://t.me/+79292009009,,,,57.109002,65.58243,https://2gis.com/firm/70000001032429909,branch
Zазеркалье,компания по изготовлению зеркал,Мебель на заказ; Стекло и зеркала; Мебель из стекла; Багетные мастерские; Мебель для ванных комнат,,предпоследняя дверь,625034,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+05:00,5.0,102,89323208282,,,zazerkalie_tmn@bk.ru,,,,,,,https://wa.me/79323208282,,,,,,https://t.me/+79323208282,,,,57.151133,65.621707,https://2gis.com/firm/70000001075195044,branch
Аsv-mebel,мебельный магазин,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебельная фурнитура; Мебельные магазины,"Московский тракт, 120 ст2",261 место; 2 этаж,625049,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:30; Вт: 09:00-18:30; Ср: 09:00-18:30; Чт: 09:00-18:30; Пт: 09:00-18:30; Сб: 09:00-18:30; Вс: 09:00-18:30,+05:00,4.9,1,,,,,,,,,,,https://wa.me/79963218817,,,,,,,,,,57.133909,65.491361,https://2gis.com/firm/70000001081323536,branch
Авангард Кухни Тюмень,салон-магазин,Мебель на заказ; Мебель для кухни; Входные двери; Сантехника; Межкомнатные двери,"Таврическая улица, 9Б",1 этаж,625037,Дом обороны м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-17:00; Вс: 11:00-17:00 (по предварительному звонку: вс),+05:00,5.0,2,83452602371,,,,,,,,,,,,,,,,,,,,57.154388,65.490443,https://2gis.com/firm/70000001026934550,branch
Аванта Pro Мебель,,Мебель на заказ; Мебельные фасады,"Пархоменко, 54 ст4",1 этаж; заезд с ул. Пархоменко,625032,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,3,89068730296,89323232399,,,,http://t.me/mebeltyum,,,,https://vk.com/avantamebel72,https://wa.me/79323232399,,,,,,,,,,57.130154,65.521493,https://2gis.com/firm/70000001084025231,branch
Аватти,студия мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Изделия из камня для помещений; Офисная мебель,"улица Пожарных и спасателей, 3 к1",1 этаж,625031,5-й заречный м-н,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-18:00,+05:00,5.0,217,89582526486,,,awatti.mebel@gmail.com,,,,,,https://vk.com/awattimebel,https://wa.me/79582526486,,,,,,https://t.me/+79582526486,,,,57.164256,65.597015,https://2gis.com/firm/70000001064905837,branch
Август,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель,"улица 30 лет Победы, 33/6",1 этаж,625016,,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,1,89222818027,,,,,,,,,,https://wa.me/79222818027,,,,,,https://t.me/+79222818027,,,,57.124368,65.574744,https://2gis.com/firm/70000001080301185,branch
Азимут,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для учебных учреждений,"Олимпийская улица, 10 ст1",205 офис; 2 этаж,625046,Первый м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+05:00,,,89091936622,89630613122,83452695887,,,,,,,,,,,,,,,,,,57.112761,65.59086,https://2gis.com/firm/70000001028328917,branch
Академия мебели,офис продаж,Мебель на заказ; Перегородки; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Распиловка древесины; Дизайн интерьеров; Мебель для ванных комнат,"Харьковская улица, 77",404 офис; 4 этаж,625023,,Ленинский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00 (по предварительному звонку),+05:00,5.0,62,89091814150 (единый номер: пн-вс 8:00-18:00),,,,,,,,,https://vk.com/acmeb,https://wa.me/79091814150,,,,,,https://t.me/+79091814150,,,,57.142687,65.597302,https://2gis.com/firm/70000001046971027,branch
Акинса,компания,Мебель на заказ; Ремонт помещений; Остекление и отделка балконов; Звукоизоляционные работы,,,,,,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00 (по предварительному звонку),+05:00,,,83452616841,,,,,,,,,https://vk.com/akinsa72,,,,,,,,,,,,,https://2gis.com/firm/70000001082773487,branch
Алекс мебель,салон,Мебель на заказ; Мягкая мебель; Корпусная мебель; Матрасы,"улица Бакинских Комиссаров, 7 ст4",1 этаж,625041,Дом обороны м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,,,89220471297,,,,,,,,,,,,,,,,,,,,57.159181,65.480639,https://2gis.com/firm/70000001113930078,branch
АльМебель,производственный цех,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Офисная мебель; Детская мебель; Стеллажи и витрины,,,625017,РТС м-н,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительному звонку),+05:00,5.0,13,89827752055,,,,,,,,,https://vk.com/club97452179,https://wa.me/79827752055,,,viber://chat/?number=79827752055,,,https://t.me/+79827752055,,,,57.152021,65.450459,https://2gis.com/firm/70000001058996430,branch
Альпина-Маркет,мебельный салон,Мебель на заказ; Мебель для кухни; Мебель для общественного питания; Корпусная мебель; Керамогранит; Керамическая плитка; Бытовая техника; Мебель из стекла; Мебель для ванных комнат,"улица Пермякова, 82",1 этаж,625033,Тюменский 3-й м-н,Восточный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,4.3,19,83452394532,,,,,,,,,https://vk.com/alpina_market,https://wa.me/79634527072,,,,,,https://t.me/+79634527072,,,https://youtube.com/@alpinamarket8491,57.108726,65.565328,https://2gis.com/firm/70000001103346657,branch
