Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Кухонный домик,мебельный салон,Мебель на заказ; Мебель для кухни,"Алтайская улица, 2",,614058,Красный Октябрь м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00 (по предварительной записи),+05:00,5.0,1,89127860167,,,,,,,,,https://vk.com/kuhdom.perm,,,,,,,,,,,58.002867,56.143764,https://2gis.com/firm/2252328094667730,branch
Лавка Ротанга,,Мебель на заказ; Плетёные изделия; Декоративные отделочные материалы; Ремонт мебели,"Ивовая улица, 15а",,614520,,,,Пермский муниципальный округ,Пермский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительной записи),+05:00,,,89026306353,,,,,,,,,https://vk.com/rotangkultaevo,https://wa.me/79026306353,,,viber://chat/?number=79026306353,,,https://t.me/+79026306353,,,,57.89513,55.957531,https://2gis.com/firm/70000001094462696,branch
Лестница №1,торгово-производственная компания,Мебель на заказ; Интерьерные лестницы; Пило- и лесоматериалы; Садово-парковая мебель; Погонажные изделия; Товары для бань и саун; Детская мебель,"Промышленная улица, 13/14",,617062,,,Краснокамск,Краснокамский муниципальный округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,1,89824721377,,,,,,,,,https://vk.com/lestnicanomer1,https://wa.me/79824721377,,,viber://chat/?number=79824721377,,,https://t.me/elenamyand,,,,58.082982,55.792609,https://2gis.com/firm/70000001069072482,branch
Лестница №1,торгово-производственная компания,Мебель на заказ; Интерьерные лестницы; Пило- и лесоматериалы; Садово-парковая мебель; Погонажные изделия; Товары для бань и саун; Детская мебель,"улица Геофизиков, 19 к2",1 этаж,617060,,,Краснокамск,Краснокамский муниципальный округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 10:00-18:00,+05:00,5.0,1,89824721377,,,,,,,,,https://vk.com/lestnicanomer1,https://wa.me/79824721377,,,viber://chat/?number=79824721377,,,https://t.me/elenamyand,,,,58.078402,55.763949,https://2gis.com/firm/70000001061388585,branch
Лидерство,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"105-й участок, 2",,614042,,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,"Пн: 09:00-13:00, 14:00-17:00; Вт: 09:00-13:00, 14:00-17:00; Ср: 09:00-13:00, 14:00-17:00; Чт: 09:00-13:00, 14:00-17:00; Пт: 09:00-13:00, 14:00-17:00",+05:00,5.0,1,89523333551,89082714137,,,,,,,,https://vk.com/liderstvo59,https://wa.me/79082714137,https://wa.me/79523333551,,,,,,,,,58.001228,55.916159,https://2gis.com/firm/70000001027067019,branch
Линия Стиля,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"КИМ, 60Б",,614107,Рабочий Посёлок ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,3,89638605050,89965896449,,,,,,,,https://vk.com/liniyastilya59,,,,,,,,,,,58.025754,56.298812,https://2gis.com/firm/70000001109862116,branch
Магнат,мебельный магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Матрасы,"Парковый проспект, 23",цокольный этаж,614097,Парковый м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,1,89519321178,,,,,,,,,https://vk.com/club115696266,,,,,,,,,,,57.99902,56.156694,https://2gis.com/firm/70000001069218183,branch
Магнат,мебельный магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Матрасы,"Трамвайная улица, 33 к8",2 этаж,614058,Красный Октябрь м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,7,89822438163,,,,,,,,,https://vk.com/club115696266,https://wa.me/79519321178,,,viber://chat/?number=79822438163,,,https://t.me/+79519321178,,,,58.001973,56.144065,https://2gis.com/firm/70000001022662588,branch
Магнат,фабрика мебели,Мебель на заказ; Мягкая мебель; Матрасы,"улица Архитектора Свиязева, 39а",3 павильон; 3 этаж,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,4.7,9,89124990710,89822374996,,,,,,,,https://vk.com/magnat.perm,https://wa.me/79124990710,https://wa.me/79822374996,,viber://chat/?number=79124990710,,,https://t.me/+79822374996,,,,57.961625,56.161662,https://2gis.com/firm/70000001025068948,branch
Макс-мебель,компания по изготовлению кухонных гарнитуров и мебели на заказ,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Оборонщиков, 8",249 офис; 2 зал; 2 этаж,614101,Центральный (Закамск) м-н,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00 (по предварительной записи),+05:00,5.0,5,89082719429,,,,,,,,,https://vk.com/max.mebel.perm,https://wa.me/79082719429,,,,,,https://t.me/+79082719429,,,,58.003936,55.959482,https://2gis.com/firm/70000001021127717,branch
Массив.xyz,компания по изготовлению лестниц и изделий из массива дерева,Мебель на заказ; Фрезеровка неметаллов; Интерьерные лестницы; Детская мебель; Гравировка; Ремонт мебели,"Сибирская улица, 20а",,614520,,,,Пермский муниципальный округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+05:00,5.0,1,89082788881,,,,,,,,,,https://wa.me/79082788881,,,,,,https://t.me/+79082788881,,,,57.89863,55.959727,https://2gis.com/firm/70000001060352913,branch
Мастерская диванов,,Мебель на заказ; Мягкая мебель,"улица Василия Васильева, 19",цокольный этаж,614033,Крохалева ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89024710212,,,,,,,,,,,,,,,,,,,,57.954668,56.231665,https://2gis.com/firm/70000001113526033,branch
Мастерская по изготовлению изделий из дерева,,Мебель на заказ; Распиловка древесины; Фрезеровка неметаллов; Деревообработка; Инжиниринговые услуги; Детская мебель; Гравировка; Ремонт мебели; Сценические декорации и бутафория; Объёмные надписи и фигуры,"улица Космонавта Беляева, 11/1",,614036,Балатово ж/м,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00 (по предварительной записи),+05:00,5.0,12,89194462003,,,,,,,,,,https://wa.me/79194462003,,,viber://chat/?number=79194462003,,,https://t.me/+79194462003,https://t.me/79194462003,,,57.973722,56.183794,https://2gis.com/firm/70000001080961398,branch
Мебелёвич,Мебельный магазин,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель; Детская мебель,"улица Карла Маркса, 9",,614540,,,,Пермский муниципальный округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,89194886333,,,,,,,,,https://vk.com/m_mebelevich,,,,,,,,,,,57.646035,56.49528,https://2gis.com/firm/70000001094155685,branch
Мебелёвич,салон мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни,"улица Архитектора Свиязева, 41 к3",3 складское помещение,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 11:00-17:00,+05:00,1.0,1,89026467612,,,,,,,,,,,,,,,,,,,,57.960973,56.160307,https://2gis.com/firm/2252328095257995,branch
МебеЛим,компания,Мебель на заказ; Перегородки; Мебель для кухни; Корпусная мебель; Натяжные потолки,"Подлесная улица, 43Б",,614097,Парковый м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-17:00,+05:00,5.0,3,89824546286,,,,,,,,,https://vk.com/mebelim146678149,https://wa.me/79824546286,,,viber://chat/?number=79824546286,,,https://t.me/+79824546286,,,,57.996509,56.166143,https://2gis.com/firm/70000001044134645,branch
Мебелон,мебельная компания,Мебель на заказ; Офисная мебель; Торгово-выставочное оборудование; Стеллажи и витрины; Мебель для кухни,"Бродовский тракт, 30",,614089,Голый Мыс ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89222403193,83422044046,,,,,,,,https://vk.com/club100495276,https://wa.me/79222403193,,,viber://chat/?number=79222403193,,,https://t.me/+79222403193,,,,57.955304,56.388247,https://2gis.com/firm/2252328094961370,branch
Мебелъ,компания по изготовлению мебели на заказ,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Детская мебель; Мебель из стекла; Мебель для учебных учреждений; Мебель для общественного питания; Медицинская и лабораторная мебель,"улица Куйбышева, 137",1 этаж,614021,Крохалева ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,16,89222445937,83422072627,89679049533,,,,,,,https://vk.com/mebol59,https://wa.me/79222445937,https://wa.me/79679049533,,viber://chat/?number=79222445937,viber://chat/?number=79679049533,,https://t.me/+79222445937,https://t.me/+79679049533,,,57.96876,56.244936,https://2gis.com/firm/70000001065448735,branch
Мебель для вас,мебельный магазин,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель; Мягкая мебель,"Магистральная улица, 89",1 этаж,614032,Закамск ж/м,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,1.4,13,89026359910,89028084544,,,,,,,,https://vk.com/public177180828,https://wa.me/79026359910,,,,,,,,,,58.016977,55.966787,https://2gis.com/firm/2252328094725991,branch
Мебель на заказ от братьев Афониных,производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Стеллажи и витрины; Стекло и зеркала; Детская мебель,"переулок Строителей, 10",1 этаж,618741,1-й микрорайон м-н,,Добрянка,Добрянский муниципальный округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,89028372212,89082587664,,,,,,,,https://vk.com/public110360380,https://wa.me/79082587664,,,,,,,,,,58.466215,56.388601,https://2gis.com/firm/70000001029197964,branch
Мебельград,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель; Мягкая мебель; Матрасы,"улица Докучаева, 50Б",1 этаж,614031,,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,3.7,6,83422009154,89082451818,,,,,,,,,,,,viber://chat/?number=79951367345,,,,,,,58.033701,56.142055,https://2gis.com/firm/70000001007193750,branch
МебельДи,,Мебель на заказ; Корпусная мебель,"Промышленная улица, 87 к1",,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,,+05:00,5.0,1,89991234898,,,,,,,,,https://vk.com/mebel_seva,,,,,,,,,,,57.945172,56.133309,https://2gis.com/firm/70000001110533949,branch
Мебельер,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Мебельные фасады; Мебель из стекла,"Трамвайная улица, 14",1 этаж,614058,Красный Октябрь м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00 (по предварительной записи: сб),+05:00,4.3,4,83422782161,89655550655,,,,,,,,https://vk.com/mebeler159,,,,viber://chat/?number=79655550655,,,,,,,58.003964,56.155894,https://2gis.com/firm/70000001031576666,branch
Мебельная мастерская,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады; Детская мебель; Офисная мебель; Ремонт мебели; Мебель для ванных комнат,"шоссе Космонавтов, 330а/8",,614500,,,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00 (по предварительному звонку),+05:00,,,89194958808,,,,,,,,,,,,,viber://chat/?number=79638787409,,,,,,,57.948352,56.077243,https://2gis.com/firm/70000001066625446,branch
Мебельная фирма,,Мебель на заказ; Корпусная мебель,"Ветлужская улица, 58",цокольный этаж,614067,Заречный м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-18:00 (по предварительной записи: пн-вс),+05:00,,,89194547211,,,,,,,,,,,,,,,,,,,,58.044501,56.092752,https://2gis.com/firm/2252329094821104,branch
Мебельный салон,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Офисная мебель; Мебель для кухни; Детская мебель,"Сокольская улица, 5",цокольный этаж,614023,Нижняя Курья ж/м,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+05:00,4.1,2,83422506822,89526640098,,,,,,,,https://vk.com/club163000454,,,,,,,,,,,58.036161,56.035179,https://2gis.com/firm/2252328094787214,branch
Мебельный сезон,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Матрасы,"Кировоградская улица, 51",1 этаж,614101,Центральный (Закамск) м-н,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+05:00,4.8,21,89128842842 (директор),83422055494,,,,,,,,https://vk.com/msezon59,https://wa.me/79128842842,,,viber://chat/?number=79128842842,,,https://t.me/+79128842842,,,,58.001772,55.959128,https://2gis.com/firm/70000001068092431,branch
Мебельный сезон,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Офисная мебель,"улица Геофизиков, 2/2",цокольный этаж,617060,Центр м-н,,Краснокамск,Краснокамский муниципальный округ,Пермский край,Россия,"Пн: 11:00-13:00, 14:00-18:00; Вт: 11:00-13:00, 14:00-18:00; Ср: 11:00-13:00, 14:00-18:00; Чт: 11:00-13:00, 14:00-18:00; Пт: 11:00-13:00, 14:00-18:00; Сб: 11:00-15:00",+05:00,,,89024715716,,,,,,,,,https://vk.com/mebelnyisezonkrk,,,,,,,,,,,58.07922,55.757547,https://2gis.com/firm/2252328094668604,branch
Мебельных Дел Мастера,компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Уральская улица, 63 к4",2 этаж,614107,Рабочий Посёлок ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-19:00,+05:00,4.5,4,89617545945,,,,,,,,,https://vk.com/mdmmebel59,https://wa.me/79617545945,,,viber://chat/?number=79617545945,,,,,,,58.030124,56.303519,https://2gis.com/firm/70000001077218717,branch
Мебелевск,салон-магазин,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель; Офисная мебель,"улица Химиков, 7",1 этаж,618400,,,Березники,город Березники муниципальный округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-17:00,+05:00,5.0,1,89082411383,,,,,,,,,https://vk.com/mebelevsk,,,,,,,,,,,59.415105,56.79,https://2gis.com/firm/70000001023780773,branch
Мебелевск,салон-магазин,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель; Офисная мебель; Мебельная фурнитура; Стеллажи и витрины; Детская мебель; Матрасы,"улица Свободы, 40 к3",1 этаж,618419,,,Березники,город Березники муниципальный округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-17:00,+05:00,4.1,1,89082746655,,,,,,,,,https://vk.com/mebelevsk,,,,,,,,,,,59.400935,56.794536,https://2gis.com/firm/70000001023780741,branch
Мебель декор,мебельный салон,Мебель на заказ; Корпусная мебель; Мягкая мебель,"улица Федосеева, 40",2 этаж,618900,,,Лысьва,Лысьвенский муниципальный округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-17:00,+05:00,5.0,1,89954807888,,,,,,,,,https://vk.com/mdmebeldecor,,,,,,,,,,,58.103513,57.808413,https://2gis.com/firm/70000001100630417,branch
Мебель для дома,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Карла Маркса, 124 к12д",,618400,,,Березники,город Березники муниципальный округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,89194521764,,,,,,,,,https://vk.com/public204745455,https://wa.me/79194521764,,,,,,,,,,59.424475,56.817484,https://2gis.com/firm/70000001028258337,branch
Мебель Дома,,Мебель на заказ; Корпусная мебель; Мягкая мебель; Садово-парковая мебель; Мебель для кухни,"Коммунистическая улица, 13а",,617830,,,Чернушка,Чернушинский муниципальный округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,2,,,,,,,,,,,,,,,,,,,,,56.519962,56.082151,https://2gis.com/firm/70000001076095980,branch
Ларец,,Мебель на заказ; Детская мебель; Керамические изделия; Посуда; Домашний текстиль; Корпусная мебель; Мягкая мебель; Матрасы; Светотехника,"улица Максима Горького, 91",,618120,,,Оса,Осинский муниципальный округ,Пермский край,Россия,,+05:00,,,,,,,,,,,,,,,,,,,,,,,57.288652,55.477825,https://2gis.com/firm/70000001075945153,branch
Лира,,Мебель на заказ; Офисная мебель; Торгово-выставочное оборудование; Корпусная мебель; Мягкая мебель,"улица Кирова, 21",,453839,,,Сибай,Сибай городской округ,Республика Башкортостан,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,,,,,,,,,,,,,,,,,,,,,52.715022,58.670265,https://2gis.com/firm/70000001076104338,branch
