Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Текстура,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"улица Маерчака, 103а",,660048,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,,,89029818088,,,,,,,,,,,,,,,,,,,,56.043302,92.835757,https://2gis.com/firm/70000001104205375,branch
ТетрисКо,мебель,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Затонская улица, 18/1",2 этаж,660064,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+07:00,3.1,29,89080230822,,,,,,,,,https://vk.com/mebel_tetrisko,https://wa.me/79080230822,,,,,,,,,,55.994626,92.923703,https://2gis.com/firm/70000001095377231,branch
Технология сна,"склад-магазин матрасов, кроватей и атрибутов для сна",Мебель на заказ; Матрасы; Домашний текстиль; Корпусная мебель,"улица Маерчака, 4 ст1",1 этаж,660075,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-17:00; Вс: 11:00-17:00,+07:00,4.9,39,89831447725,,,technoson@mail.ru,,http://t.me/technoson24,,,,,https://wa.me/79831447725,,,,,,,,,,56.017502,92.839966,https://2gis.com/firm/70000001046610352,branch
Тотем,мебельная компания,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Ленина, 5а",1 этаж,660049,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,4,83912850588,,,,,,,,,,https://wa.me/79535850588,,,,,,,,,,56.014162,92.889074,https://2gis.com/firm/985690699506518,branch
Точка мебели,салон,Мебель на заказ; Мягкая мебель; Корпусная мебель,"улица Шахтёров, 65",1 этаж,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.9,335,83912717704,,,kontinent.mebeli2@mail.ru,,http://t.me/toch_mebeli,,,,https://vk.com/toch_mebeli,,,,,,,https://t.me/+79631917704,,,,56.044509,92.890147,https://2gis.com/firm/985691699715945,branch
ТПК Лучший дом,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Ремонт мебели; Сборка мебели,"Грунтовая улица, 17",,660050,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,5.0,22,89059769328,89333299328,,,,,,,,,https://wa.me/79059769328,,,viber://chat/?number=79059769328,,,https://t.me/+79059769328,,,,55.985958,92.969255,https://2gis.com/firm/70000001067853548,branch
Уникмебель,компания,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Детская мебель,"улица Ломоносова, 70 ст9",2 помещение,660058,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,,,89130307210,89676123100,,,,,,,,https://vk.com/mebel_zakaz_krasnoyarsk,https://wa.me/79676123100,,,viber://chat/?number=79676123100,,,https://t.me/+79676123100,,,,55.997725,92.821152,https://2gis.com/firm/70000001037264749,branch
Уют,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Детская мебель; Корпусная мебель; Мебель для ванных комнат,"улица Шахтёров, 65",цокольный этаж; левое крыло,660020,Покровский м-н,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,3.0,15,89509840599 (единый номер: пн-вс 10:00-20:00),,,,,,,,,,https://wa.me/79509840599,,,viber://chat/?number=79509840599,,,,,,,56.044697,92.88972,https://2gis.com/firm/70000001029042789,branch
Уют 24,компания по производству корпусной мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель,"Брянская улица, 65",,660060,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.8,6,83912783366,,,,,,,,,https://vk.com/um_mebel,https://wa.me/79676083366,,,,,,,,,,56.019408,92.859314,https://2gis.com/firm/70000001101125594,branch
Фабрика дизайна,,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни; Дизайн интерьеров; Архитектурное проектирование; Мебель из стекла; Изделия из камня для помещений; Металлоизделия; Металлическая мебель; Детская мебель; Мебельные фасады; Перегородки,"улица Авиаторов, 24",5 офис,660098,Иннокентьевский м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-17:00; Вт: 11:00-17:00; Ср: 11:00-17:00; Чт: 11:00-17:00; Пт: 11:00-17:00 (по предварительной записи),+07:00,5.0,8,89135153000,89135853000,,,,,,,,,https://wa.me/79135153000,https://wa.me/79135853000,,,,,https://t.me/+79135153000,,,,56.048172,92.922369,https://2gis.com/firm/70000001078997737,branch
Фаворит,компания,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни,"Полигонная улица, 8а ст1",,660118,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 09:00-13:00, 14:00-18:00; Вт: 09:00-13:00, 14:00-18:00; Ср: 09:00-13:00, 14:00-18:00; Чт: 09:00-13:00, 14:00-18:00; Пт: 09:00-13:00, 14:00-18:00",+07:00,,,89082067363,,,,,,,,,,https://wa.me/79082067363,,,viber://chat/?number=79082067363,,,https://t.me/+79082067363,,,,56.077862,92.950615,https://2gis.com/firm/70000001041016640,branch
Фактура,мебельное ателье,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Ленинградская улица, 48 ст4",,660074,Студгородок м-н,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (по предварительной записи: пн-сб),+07:00,,,,,,,,,,,,https://vk.com/faktura_mebel_24,,,,,,,,,,,56.001017,92.784937,https://2gis.com/firm/70000001052484510,branch
Фанерариум лофт Дриада,мастерская,Мебель на заказ; Садово-парковая мебель; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Андрея Дубенского, 4",217 офис; 2 этаж,660032,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,5,89082166672,,,,,,,,,,https://wa.me/79235755599,,,,,,https://t.me/driadakrsk,https://t.me/+79235755599,,,56.01881,92.89375,https://2gis.com/firm/70000001092803557,branch
Флагман,производственный цех,Мебель на заказ; Корпусная мебель; Мебель для кухни; Торгово-выставочное оборудование; Мебель для учебных учреждений,"Тамбовская улица, 35а ст7",,660124,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,,,83912887476 (единый номер: пн-вс 11:00-19:00),83912855095,,,,,,,,https://vk.com/krsk_flagman,https://wa.me/79535887476,,,viber://chat/?number=79535887476,,,https://t.me/+79535887476,,,,56.004113,93.035762,https://2gis.com/firm/985690699589680,branch
Флоренция,производственная компания,Мебель на заказ; Мебель для ванных комнат; Корпусная мебель; Мебель для кухни; Торгово-выставочное оборудование; Офисная мебель; Детская мебель,"Электриков улица, 154 ст2",,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,5.0,5,89233541677,,,,,,,,,https://vk.com/florencia2019,,,,,,,https://t.me/florenciamebel1,,,,55.971335,92.878871,https://2gis.com/firm/70000001040681124,branch
Фреза,студия столярных изделий,Мебель на заказ; Деревообработка; Садово-парковая мебель; Корпусная мебель,"улица Академика Курчатова, 11а",,660041,БСМП - ГорДК м-н,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-17:00,+07:00,5.0,2,89620839462,,,,,http://t.me/studio_fresa,,,,,,,,,,,,,,,56.018344,92.7828,https://2gis.com/firm/70000001100312925,branch
Хамелеон,мебельная мастерская,Мебель на заказ; Металлическая мебель,"Грунтовая улица, 19",1 этаж,660050,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:30-18:00; Вт: 09:30-18:00; Ср: 09:30-18:00; Чт: 09:30-18:00; Пт: 09:30-18:00; Сб: 09:30-18:00,+07:00,,,89135348385,,,,,,,,,,https://wa.me/79135348385,,,,,,,,,,55.984929,92.967573,https://2gis.com/firm/70000001062010377,branch
Хорошая мебель,магазин мягких кроватей,Мебель на заказ; Мягкая мебель; Корпусная мебель; Матрасы,"улица Ладо Кецховели, 22а",389 помещение; 3 этаж,660001,Николаевка м-н,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительной записи),+07:00,3.5,4,89135173474,89332008899,,,,http://t.me/horoshayamebel,,,,https://vk.com/horoshaya_mebel24,https://wa.me/79135173474,https://wa.me/79332008899,,viber://chat/?number=79332008899,viber://chat/?number=79135173474,,,,,,56.009637,92.814004,https://2gis.com/firm/70000001062423818,branch
Цвет мебели,фабрика мебели,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Мебель для кухни,"улица Богдана Хмельницкого, 2а",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+07:00,3.0,2,83912429245,83912957484,,,,,,,,,,,,,,,,,,,56.005708,93.013297,https://2gis.com/firm/70000001047069723,branch
Центр откатные двери,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Перегородки; Детская мебель; Офисная мебель,"Джамбульская улица, 10г",,660055,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00 (по предварительному звонку),+07:00,,,89509914610,,,,,,,,,https://vk.com/club18497146,,,,,,,,,,,56.064936,92.987518,https://2gis.com/firm/985690700489971,branch
Эксперт,мастерская корпусной мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Транзитная улица, 8/1",,660003,Первомайский м-н,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00 (по предварительной записи),+07:00,5.0,9,89333326943,,,,,,,,,https://vk.com/rts124,https://wa.me/79333326943,,,,,,https://t.me/+79333326943,,,,55.999316,92.961474,https://2gis.com/firm/70000001098079935,branch
Элемент,фабрика мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Академика Вавилова, 1 ст54",1 этаж; справа от входа №1,660064,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+07:00,4.5,17,89029276199,,,,,,,,,,,,,,,,https://t.me/elementmebel124,,,,55.994114,92.913905,https://2gis.com/firm/70000001017864988,branch
Эллипс,столярная мастерская,Мебель на заказ; Деревообработка; Ремонт мебели; Интерьерные лестницы,"проспект им. газеты Красноярский Рабочий, 30а ст29",1 этаж,660004,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,,,83912963953,89059763953,89333233053,,,,,,,,https://wa.me/79059763953,,,,,,,,,,56.022182,93.000034,https://2gis.com/firm/985690699525347,branch
100 решений,производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Окна; Остекление и отделка балконов; Межкомнатные двери; Входные двери; Офисная мебель; Натяжные потолки,"улица Ватутина, 23",1 этаж,630073,Башня ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+07:00,4.8,330,89628283426 (единая справочная: пн-пт 8:30-20:00),83832483426 (единая справочная: пн-пт 8:30-20:00),,,,http://jivo.chat/Uib5tyk7iw,,,,https://vk.com/resheniy100,,,,,,,https://t.me/+79069206847,,,,54.984499,82.894764,https://2gis.com/firm/70000001028541436,branch
100 решений,склад,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Тюменская улица, 8а",,630033,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-16:30; Вт: 08:00-16:30; Ср: 08:00-16:30; Чт: 08:00-16:30; Пт: 08:00-16:30,+07:00,5.0,3,89628283426 (единая справочная: пн-пт 8:30-20:00),83832483426 (единая справочная: пн-пт 8:30-20:00),,,,http://100решений.рф/?utm_source=2gis&utm_medium=100resh.maps&utm_campaign=nsk,,,,https://vk.com/resheniy100,,,,,,,https://t.me/+79069206847,,,,54.956185,82.952182,https://2gis.com/firm/70000001061592882,branch
101 шкаф,фабрика мебели,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Мебель для учебных учреждений; Мебель для культурно-досуговых учреждений,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00 (по предварительному звонку: пн-пт),+07:00,3.5,14,83832925408,,,,,,,,,,https://wa.me/79139165408,,,,,,,,,,,,https://2gis.com/firm/141265769658072,branch
38 мастеров,,Мебель на заказ; Межкомнатные двери; Интерьерные лестницы,"Игарская улица, 20 к4",,630020,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.0,4,89996503350,,,,,,,,,,https://wa.me/79996503350,,,,,,,,,,55.103022,82.939709,https://2gis.com/firm/70000001068938353,branch
38 попугаев,магазин детской и подростковой мебели,Мебель на заказ; Детская мебель; Корпусная мебель; Матрасы; Мягкая мебель,"Светлановская улица, 50",44 сектор; 2 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,5.0,3,89529316082,,,,,,,,,,https://wa.me/79529316082,,,,,,,,,,55.081297,82.933124,https://2gis.com/firm/70000001094610558,branch
7 шкафов,,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат,"улица Петухова, 79 к2",2 этаж,630119,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,5.0,14,89231445746,,,,,,,,,,https://wa.me/79231445746,,,,,,https://t.me/+79231445746,,,,54.943334,82.931196,https://2gis.com/firm/70000001100818168,branch
Alex group,производственная компания,Мебель на заказ; Светотехника; Корпусная мебель; Мебель для кухни; Натяжные потолки; Ремонт помещений,"улица Писемского, 6",2 этаж,630110,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,4.9,27,89130080460,,,,,,,,,https://vk.com/alex_group54,https://wa.me/79130080460,,,,,,https://t.me/alex_group54,,,,55.081081,82.982306,https://2gis.com/firm/70000001034368089,branch
