Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Мир мебели,магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель,"улица Спирякова, 224 к1",1 этаж,633522,,,Черепаново,Черепановский район,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,4.0,4,89134744343,,,,,,,,,https://vk.com/mirmebelicherepanovo,,,,,,,,,,,54.205881,83.367711,https://2gis.com/firm/70000001022549563,branch
Мир Мебели,магазин мебели от производителя,Мебель на заказ; Мягкая мебель; Мебель для кухни; Корпусная мебель,"улица Богдана Хмельницкого, 54",цокольный этаж,630110,Богдана Хмельницкого м-н,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,5.0,40,89137774793,89130610965,,,,,,,,,https://wa.me/79137774793,,,,,,,,,,55.07787,82.958611,https://2gis.com/firm/70000001095713961,branch
Мир удобств,мебельный салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Детская мебель; Матрасы; Мебель для кухни; Офисная мебель; Плетёные изделия; Мебель для учебных учреждений; Бескаркасная мебель; Мебель для культурно-досуговых учреждений; Мебель для общественного питания; Мебельные фасады; Металлическая мебель; Корпусная мебель,"Вокзальная улица, 44/1",цокольный этаж,633451,,,Тогучин,Тогучинский район,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-16:00; Вс: 09:00-16:00,+07:00,5.0,1,89134864020,89134864005,,,,,,,,,,,,,,,,,,,55.229533,84.392686,https://2gis.com/firm/70000001089494942,branch
Мк-Дион,компания по изготовлению мебели под заказ,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель,,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,9,89529148438,,,,,,,,,https://vk.com/public157894122,https://wa.me/79529148438,,,,,,,,,,,,https://2gis.com/firm/70000001031986313,branch
ММ КаДи,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Мебель для ванных комнат,"улица Петухова, 79 к4",,630119,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+07:00,5.0,3,89963770070,,,,,http://t.me/mf_kadi,,,,,https://wa.me/79963770070,,,,,,https://t.me/+79963770070,,,,54.941504,82.933716,https://2gis.com/firm/70000001103662107,branch
Ника-М,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"Кирзаводская улица, 1",,630045,Юго-Западный ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00 (по предварительной записи),+07:00,3.6,3,89139145217,89133806123,,,,,,,,,https://wa.me/79139145217,,,,,,https://t.me/+79139145217,,,,54.971462,82.850472,https://2gis.com/firm/70000001020531578,branch
Новокор,мебельная фабрика,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат,,коричневая дверь,630555,,,,Новосибирский район,Новосибирская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+07:00,5.0,12,89139471632,89137946682,,,,,,,,https://vk.com/fabrikanovokor,https://wa.me/79137946682,,,,,,https://t.me/+79137946682,,,,54.823453,82.855859,https://2gis.com/firm/70000001081172619,branch
Нск 54,магазин корпусной мебели,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель; Матрасы,"2-й квартал, 18",1 этаж,633121,,,,Мошковский район,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи),+07:00,5.0,7,,,,,,,,,,,,,,,,,,,,,55.20099,83.296032,https://2gis.com/firm/70000001105254840,branch
Нск плит,компания,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Распиловка древесины; Облицовочные материалы для мебели; Мебельные фасады","улица Связистов, 12а к22",1 этаж,630120,Западный м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.6,8,89137386300,,,,,,,,,,https://wa.me/79137386300,,,,,,,,,,54.987191,82.832883,https://2gis.com/firm/70000001060175547,branch
Нск-мебель 54,салон мебели,Мебель на заказ; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни; Офисная мебель; Мебельные магазины,"улица Титова, 272",1 этаж,630096,Западный м-н,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительному звонку),+07:00,3.5,5,83832140536,83832143035,,,,,,,,https://vk.com/nskmebel154,https://wa.me/79139123035,,,,,,,,,,54.980537,82.791962,https://2gis.com/firm/70000001048293718,branch
Нск-мебель 54,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Офисная мебель; Детская мебель,"Светлановская улица, 50",4 сектор; 0 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,3.5,27,89139123035,83832143035,,,,,,,,https://vk.com/nskmebel154,https://wa.me/79139123035,,,,,,,,,,55.08187,82.932686,https://2gis.com/firm/70000001035811760,branch
Нужна мебель,,Мебель на заказ; Корпусная мебель,"улица Мелиораторов, 28",,630520,Верх-Тулинский сельсовет,,,Новосибирский район,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+07:00,5.0,3,89538009765,,,,,,,,,https://vk.com/nujna_mebel,https://wa.me/79538009765,https://wa.me/79537949791,,,,,,,,,54.880457,82.766501,https://2gis.com/firm/70000001080391404,branch
Обстановочка,мебельный салон,Мебель на заказ; Мягкая мебель; Корпусная мебель; Распиловка древесины,"Красная Сибирь, 124",1 этаж,633009,"""Б"" м-н",,Бердск,Бердск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,4.3,13,89138941674,,,,,,,,,https://vk.com/obstanovochka_nsk,https://wa.me/79138941674,,,,,,,,,,54.749843,83.060409,https://2gis.com/firm/141266769746461,branch
Объект 54,мастерская по мелкому бытовому ремонту,Мебель на заказ; Ремонт мебели; Сборка мебели,"Планировочная улица, 58 к3",,630032,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (по предварительной записи),+07:00,5.0,1,89001891493,,,,,,,,,,https://wa.me/79001891493,,,,,,https://t.me/+79001891493,,,,54.9979,82.896028,https://2gis.com/firm/70000001098645855,branch
Окна для Пенсионеров,торгово-производственная компания,Мебель на заказ; Окна; Мебель для кухни; Остекление и отделка балконов; Натяжные потолки; Корпусная мебель; Офисная мебель; Входные двери; Межкомнатные двери,"улица Ватутина, 23",1 этаж,630073,Башня ж/м,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+07:00,4.8,103,83832483392 (кол-центр: пн-пт 8:30-20:00),89628283392 (кол-центр: пн-пт 8:30-20:00),,,,http://oknapensioneram.ru/?utm_source=2gis&utm_medium=odp.maps&utm_campaign=nsk,http://jivo.chat/gybqaNosYB,,,,,,,,,,https://t.me/+79069206855,,,,54.984499,82.894764,https://2gis.com/firm/70000001041145435,branch
Олива,"студия мебели для кухни, столов, стульев",Мебель на заказ; Мебель для кухни; Мебель для общественного питания,"Большевистская улица, 131 к2",10 сектор; 2 этаж,630083,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Вт: 12:00-18:00; Ср: 12:00-18:00; Чт: 12:00-18:00; Пт: 12:00-18:00; Сб: 12:00-18:00; Вс: 12:00-18:00,+07:00,4.3,20,89133904009,,,,,,,,,https://vk.com/oliva_mebel,https://wa.me/79133904009,,,,,,,,,,55.000196,82.957222,https://2gis.com/firm/141265769688908,branch
ПлюсМинус,строительное бюро,"Мебель на заказ; Кондиционеры; Ремонт помещений; Монтаж климатических систем; Дизайн интерьеров; Автоматизация инженерных систем; Корпусная мебель; Мебель для кухни; Внутренние системы отопления, водоснабжения, канализации; Охранные системы; Электромонтажные работы",,,,,,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00 (по предварительной записи),+07:00,5.0,3,89939940807,,,,,,,,,,https://wa.me/79939940807,,,,,,,,,,,,https://2gis.com/firm/70000001079726343,branch
По фэн шую,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Большевистская улица, 109 к1",1 этаж,630009,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительному звонку: пн-вс),+07:00,4.6,35,89137700663,89130660739,89665006090,,,,,,,https://vk.com/mebel_154,https://wa.me/79130660739,,,,,,,,,,55.005208,82.949273,https://2gis.com/firm/70000001055032652,branch
Пора в кровать,магазин детской мебели и матрасов,Мебель на заказ; Матрасы; Мягкая мебель; Детская мебель,"улица Богдана Хмельницкого, 118/2",19 офис; 2 этаж,630027,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительному звонку),+07:00,5.0,3,89137683788,,,,,,,,,,https://wa.me/79137683788,,,,,,https://t.me/+79137683788,,,,55.103756,82.984661,https://2gis.com/firm/70000001097463970,branch
Практик-Home,магазин гардеробных систем и систем хранения,Мебель на заказ; Металлическая мебель; Корпусная мебель,"Оловозаводская улица, 47/3",13 офис; 1 этаж; А-ТОММ,630033,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,5.0,1,83832860403,89130020403,,,,,,,,,https://wa.me/79831202266,,,,,,,,,,54.958738,82.946311,https://2gis.com/firm/70000001090428372,branch
Президент,склад,Мебель на заказ; Офисная мебель; Металлическая мебель; Сейфы; Корпусная мебель; Мебель для кухни,"2-я Станционная улица, 40 к8",,630096,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,"Пн: 09:00-12:00, 13:00-18:00; Вт: 09:00-12:00, 13:00-18:00; Ср: 09:00-12:00, 13:00-18:00; Чт: 09:00-12:00, 13:00-18:00; Пт: 09:00-12:00, 13:00-17:00",+07:00,,,83833671818,,,,,,,,,,,,,,,,,,,,55.010281,82.80142,https://2gis.com/firm/70000001028887944,branch
ПрестоМебель,Производственная фирма,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Троллейная улица, 85",1 офис; 1 этаж; 1 подъезд,630052,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,3.8,11,83832137891,89139857891,89139857892,,,,,,,,https://wa.me/79139857892,,,,,,,,,,54.964163,82.853294,https://2gis.com/firm/141265769379730,branch
Принцип,мастерская,Мебель на заказ; Деревообработка; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Деревянная тара,"улица Декабристов, 269 к2",1 этаж,630063,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 08:30-19:00; Вт: 08:30-19:00; Ср: 08:30-19:00; Чт: 08:30-19:00; Пт: 08:30-19:00 (по предварительному звонку: пн-пт),+07:00,5.0,1,89137590702,,,,,,,,,https://vk.com/club153202211,https://wa.me/79137590702,,,viber://chat/?number=79137590702,,,,,,,54.999888,82.976258,https://2gis.com/firm/70000001034244949,branch
Про Дизайн,,Мебель на заказ; Мебель для кухни,"Светлановская улица, 50",32 сектор; 2 этаж,630047,,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+07:00,3.0,2,89628344804,,,,,,,,,,,,,,,,,,,,55.081936,82.933707,https://2gis.com/firm/70000001111065776,branch
Проект Мебель,студия мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,"улица Кропоткина, 273",6 офис; 2 этаж,630111,Кропоткинский ж/м,Заельцовский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительной записи: сб-вс),+07:00,3.9,6,89134565634,,,,,,,,,,https://wa.me/79134565634,,,,,,,,,,55.058999,82.935911,https://2gis.com/firm/70000001025756136,branch
ПроМебель,салон мебели,Мебель на заказ; Мебельные магазины,"Кутателадзе, 4",1 этаж,630090,Верхняя зона Академгородка м-н,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+07:00,4.4,43,89139034668,,,pro.mebel.08@mail.ru,,http://promebel.2gis.biz,,,,,https://wa.me/79139034668,,,,,,,,,,54.859216,83.103728,https://2gis.com/firm/70000001033300449,branch
