Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Компания по перетяжке мебели,,Мебель на заказ; Ремонт мебели; Нетканые и технические материалы; Мебельные ткани,"улица Шевцова, 1",цокольный этаж,350073,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку),+03:00,5.0,8,89282107074,89189855609,,,,,,,,https://vk.com/krasnodar_mebel23,https://wa.me/79189855609,,,,,,,,,,45.088329,39.046808,https://2gis.com/firm/70000001082036068,branch
Компания по производству и продаже мебели,,Мебель на заказ; Корпусная мебель,"улица Лётчика Позднякова, 2 к1",,350073,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,89180072556,,,,,,,,,,,,,,,,,,,,45.098194,39.05995,https://2gis.com/firm/70000001114513522,branch
Компания по производству мебели,,Мебель на заказ; Мягкая мебель; Офисная мебель,"Свободы, 11",,350055,,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+03:00,,,89184147423,,,,,,,,,,,,,,,,,,,,45.063128,39.150757,https://2gis.com/firm/70000001114323544,branch
Компания по производству мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Матрасы,"Широкая улица, 42",1 этаж,353211,,,,Динской район,Краснодарский край,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 11:00-16:00,+03:00,5.0,3,89615847659,,,,,http://t.me/mebel_gotov_zakaz,,,,,https://wa.me/79615847659,,,,,,https://t.me/+79615847659,https://t.me/mebel_gotov_zakaz,,,45.23931,38.999549,https://2gis.com/firm/70000001103715292,branch
Компания по производству мебели,,Мебель на заказ; Мебель для кухни; Корпусная мебель,,,,,,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,,,89933144030,,,,,http://t.me/mebnikolaev,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001099824617,branch
Компания по производству мебели,,Мебель на заказ; Корпусная мебель,"Крайняя улица, 6 лит У",,353211,,,,Динской район,Краснодарский край,Россия,,+03:00,5.0,1,89181428165,,,,,,,,,,https://wa.me/79181428165,,,,,,,,,,45.256991,39.00904,https://2gis.com/firm/70000001056393146,branch
Компания по производству мебели,,Мебель на заказ; Корпусная мебель; Распиловка древесины,"Новороссийская улица, 226а",1 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,3.0,1,89284385574,89282571355,,,,,,,,,https://wa.me/79282571355,https://wa.me/79284385574,,,,,https://t.me/+79282571355,https://t.me/+79284385574,,,45.036828,39.047953,https://2gis.com/firm/70000001017988369,branch
Комплект-Контора,,Мебель на заказ; Дизайн интерьеров; Декоративные отделочные материалы; Ремонт помещений; Корпусная мебель; Ремонт мебели; Архитектурное проектирование; Офисная мебель; Мягкая мебель,"Зиповская улица, 5в лит Г81",,350010,,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,5.0,4,89184393388,,,,,http://t.me/manufaktura_kk,,,,,https://wa.me/79184393388,,,,,,https://t.me/+79184393388,,,,45.063322,38.992371,https://2gis.com/firm/70000001057653017,branch
Конструкторское бюро мебели,,Мебель на заказ; Мебель для кухни,"Бжедугская улица, 47",,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+03:00,,,89180909197,,,,,,,,,,,,,,,,,,,,45.013553,38.919213,https://2gis.com/firm/70000001115325644,branch
Континент Мебели,,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Шоссейная улица, 73",,385142,,,,Тахтамукайский район,Республика Адыгея,Россия,,+03:00,5.0,7,89994306677,,,,,,,,,https://vk.com/mebel_888_123,,,,,,,,,,,44.998885,38.934821,https://2gis.com/firm/70000001111728679,branch
Корона Юг,мебельная фабрика,Мебель на заказ; Матрасы; Корпусная мебель; Мягкая мебель,"улица Дзержинского, 100",3 этаж,350019,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,89994140013,,,,,,,,,https://vk.com/korona_matras_krd,https://wa.me/79150300600,,,,,,,,,,45.102505,38.985883,https://2gis.com/firm/70000001104035044,branch
Корона Юг,мебельная фабрика,Мебель на заказ; Матрасы; Корпусная мебель; Мягкая мебель,"им. Ивана Шкабуры, 4",2 этаж,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,5.0,1,89331700169,,,,,,,,,https://vk.com/korona_matras_krd,https://wa.me/79331700169,,,,,,https://t.me/+79331700169,,,,45.080713,38.895473,https://2gis.com/firm/70000001102213278,branch
Красный диван,шоурум современной мягкой мебели,Мебель на заказ; Мягкая мебель; Мебель для общественного питания; Офисная мебель; Мебель для культурно-досуговых учреждений,"Зиповская улица, 5в",1 этаж,350010,,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,4.8,36,89892770811,,,,,http://красный-диван.рф/?rs=maps_2gis,,,,https://vk.com/krasnyidivan,,,,viber://chat/?number=79892770811,,,https://t.me/+79892770811,,,https://youtube.com/channel/UClZIcZ0yZJ1CDJSdV6RoO8A,45.062111,38.990089,https://2gis.com/firm/70000001033697748,branch
Крд-монтаж,"магазин дверей, кондиционеров и натяжных потолков",Мебель на заказ; Межкомнатные двери; Кондиционеры; Натяжные потолки; Ремонт помещений; Мебель для кухни; Светопрозрачные конструкции,"микрорайон Любимово, 5/1",1 этаж,350073,Любимово м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.9,122,89089457423,89398632793,,krd-montaj@bk.ru,,http://t.me/krdmontajdiscount,,,,,https://wa.me/79089457423,,,,,,https://t.me/+79089457423,,,,45.083925,39.036639,https://2gis.com/firm/70000001090706795,branch
Кровати комфорт,склад,Мебель на заказ; Мягкая мебель; Матрасы; Корпусная мебель,"Уральская улица, 104л",,350059,ХБК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89002299477,89181254707,,,,http://t.me/krovati_komfort_krasnodar123,,,,https://vk.com/krovatikomfort,https://wa.me/79002299477,,,,,,,,,,45.031356,39.053361,https://2gis.com/firm/70000001062072064,branch
Кровати комфорт,шоурум мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Матрасы,"Сормовская улица, 12е",3 этаж; первая дверь слева,350018,КСК м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,1,89181254707,89388660084,,,,http://t.me/krovati_komfort_krasnodar123,,,,https://vk.com/krovatikomfort,https://wa.me/79181254707,,,,,,https://t.me/krovati_komfort_krasnodar123,,,,45.024155,39.067012,https://2gis.com/firm/70000001099089438,branch
Крокус,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Ростовское шоссе, 24",52 офис; 4 этаж,350072,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,4.4,49,89186747227,,,,,,,,,,https://wa.me/79186747227,,,,,,,,,,45.090318,38.991709,https://2gis.com/firm/70000001021897457,branch
Кс,производственная компания,Мебель на заказ; Корпусная мебель,"Кубанская улица, 1",,353225,,,,Динской район,Краснодарский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00; Сб: 08:00-17:00; Вс: 08:00-17:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,45.100566,39.4185,https://2gis.com/firm/70000001066378410,branch
Кубанский мебельный союз,салон мебели,Мебель на заказ; Сборка мебели; Корпусная мебель; Мебель для кухни,"улица им. Лавочкина, 19",34 офис; 1 этаж,350912,Восток м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00 (по предварительному звонку: пн-пт),+03:00,,,89282800781,,,,,,,,,,https://wa.me/79282800781,,,,,,,,,,45.036956,39.123715,https://2gis.com/firm/70000001021483467,branch
Кубаньмебельторг,производственная фирма,Мебель на заказ; Мебель для общественного питания,"улица Фурманова, 7",1 этаж,350001,Дубинка м-н,Центральный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,,,88612397884,89618522020,,,,,,,,,https://wa.me/79618522020,,,,,,,,,,45.011655,39.004418,https://2gis.com/firm/3237490513328187,branch
Кузнецов мебель,компания,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Харьковская улица, 81/1",1 этаж,350004,Юбилейный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 10:00-16:00 (по предварительной записи),+03:00,4.6,6,89183711961,,,,,,,,,https://vk.com/futtu_mebel_krd,https://wa.me/79186447927,https://wa.me/79183711961,,,,,https://t.me/+79183711961,https://t.me/+79186447927,,https://youtube.com/channel/UCxgLeeaGtb2ljA85H_9i-Ow,45.037074,38.921085,https://2gis.com/firm/70000001063618780,branch
Кузнецов мебель,склад,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Харьковская улица, 81/1 к1",,350004,Юбилейный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку),+03:00,,,89186447927,,,,,,,,,,,,,,,,,,,,45.036829,38.922041,https://2gis.com/firm/70000001112678067,branch
Кухни Extra,компания по изготовлению кухонь на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель; Изделия из камня для помещений,,,385140,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительной записи),+03:00,5.0,5,89885589997,,,,,,,,,,https://wa.me/79885589997,,,,,,https://t.me/+79885589997,,,,44.980007,38.9545,https://2gis.com/firm/70000001065622604,branch
Кухни mix,салон мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Дзержинского, 100",3 этаж,350019,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.7,23,89676696229 (единый номер: пн-вс 10:00-22:00),88007707210 (единый номер: пн-вс 10:00-22:00),,,,,,,,https://vk.com/kuhni_mix_krd,https://wa.me/79676696229,,,,,,,,,,45.102568,38.985241,https://2gis.com/firm/70000001028816290,branch
Кухни Дедал,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для ванных комнат,"Минская улица, 59",1 этаж,350004,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительному звонку),+03:00,,,89183705508,89181401910,,,,,,,,,https://wa.me/79183705508,https://wa.me/79181401910,,,,,https://t.me/+79183705508,https://t.me/+79181401910,,,45.036997,38.926902,https://2gis.com/firm/70000001090087652,branch
Кухни Дорошенко,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель,,,,,,Краснодар,Краснодар городской округ,Краснодарский край,Россия,"Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи: сб, вс)",+03:00,4.9,31,89280422444,,,,,http://t.me/kuhni_doroshenko_krasnodar,,,,https://vk.com/kuhnidoroshenko,https://wa.me/79280422444,,,,,,,,,,,,https://2gis.com/firm/70000001066050245,branch
Кухни за 1 день,мебельный салон,Мебель на заказ; Мебельные фасады; Мебель для кухни; Корпусная мебель; Мягкая мебель,"им. Ивана Шкабуры, 4",2 этаж,350012,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.1,2,89180751162,,,,,,,,,,https://wa.me/79180751162,,,,,,,,,,45.080713,38.895473,https://2gis.com/firm/70000001101590565,branch
Кухни Модуль,салон кухонной мебели из Белоруссии,Мебель на заказ; Мебельные магазины; Мебель для кухни,"Тургеневское шоссе, 22",1 этаж,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.8,51,89384086100,89385046800,,,,,,,,https://vk.com/kuhnimodulkrd,https://wa.me/79385046800,,,,,,,,,https://youtube.com/channel/UCRrLvU8scfO9t5RtuuV5GNg,45.016436,38.937623,https://2gis.com/firm/70000001052132641,branch
Кухни Рими,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат,"улица Котовского, 85",2 этаж,350049,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+03:00,5.0,15,89183422577,,,,,http://t.me/nkuchenkrd,,,,https://vk.com/rimikrd,https://wa.me/79183422577,,,,,,https://t.me/+79183422577,,,,45.048375,38.962178,https://2gis.com/firm/70000001080341074,branch
