Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Мебель Hmz,,"Мебель на заказ; Офисная мебель; Деревообработка; Распиловка древесины; Детская мебель; Мебель для ванных комнат; Корпусная мебель; ЛДСП, ДВПО, МДФ; Мебельные фасады; Мебель для кухни; Ремонт мебели; Погонажные изделия; ДСП, ДВП, фанера; Мягкая мебель; Кровельные работы","улица Александра Матросова, 30/11",1 этаж,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительному звонку: пн-вс),+07:00,4.7,15,89029620110,,,,,,,,,,https://wa.me/79029620110,,,viber://chat/?number=79029620110,,,,,,,55.975324,92.8868,https://2gis.com/firm/70000001048139518,branch
Мебель в деталях,,Мебель на заказ; Мебель для кухни; Ремонт мебели; Изделия из камня для помещений,"улица 60 лет Октября, 172",,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+07:00,,,89964298915,,,,,,,,,https://vk.com/club235699687,,,,,,,,,,,55.986551,92.927376,https://2gis.com/firm/70000001113859591,branch
Мебель в квадрате,салон изготовления мебели на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Офисная мебель,"улица Калинина, 49 к3/1",,660061,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+07:00,3.2,12,89135341389,,,,,,,,,https://vk.com/mebelvkvadrate24,,,,,,,https://t.me/+79135341389,,,,56.03266,92.797712,https://2gis.com/firm/985690699484937,branch
Мебель Сервис,ремонтная компания,Мебель на заказ; Ремонт мебели; Мягкая мебель,"Тамбовская улица, 25 ст6",1 этаж,660124,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00 (по предварительному звонку),+07:00,2.0,9,83912850151,89535850151,,,,,,,,,,,,,,,,,,,56.010232,93.04141,https://2gis.com/firm/70000001028984556,branch
Мебель СТ,,Мебель на заказ; Распиловка древесины; Корпусная мебель,"Транспортный проезд, 2 ст1",,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+07:00,5.0,1,89135379236 (офис),89131971414 (производственный отдел),,,,,,,,https://vk.com/strofimov.mebel,https://wa.me/79135379236,https://wa.me/79131971414,,viber://chat/?number=79135379236,,,https://t.me/+79135379236,,,,56.01034,93.002034,https://2gis.com/firm/70000001087677548,branch
Мебель-М24,фабрика корпусной мебели,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель для общественного питания; Матрасы,"улица 60 лет Октября, 172",1 этаж,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00,+07:00,3.0,23,89039241585,,,,,,,,,,https://wa.me/79039241585,,,viber://chat/?number=79039241585,,,https://t.me/+79039241585,,,,55.986275,92.927645,https://2gis.com/firm/70000001082754002,branch
Мебель-Морфей,компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Изделия из камня для помещений; Мебельные фасады,"Солнечная улица, 12/20",,660004,КрасТЭЦ,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,5.0,2,89233492003,,,,,http://jivo.chat/rRzhaj3vQV,,,,https://vk.com/club134340597,https://wa.me/79233492003,,,viber://chat/?number=79233492003,,,,,,,56.032824,93.022384,https://2gis.com/firm/70000001021354451,branch
Мебель.com,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Матрасы,"Южная улица, 37",,662977,,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,4.3,8,83919708871,89538508871,,,,,,,,https://vk.com/public216958366,https://wa.me/79538508871,,,,,,https://t.me/+79538508871,,,,56.236852,93.49057,https://2gis.com/firm/70000001035993343,branch
Мебельер,производственная компания,Мебель на заказ; Мебель для кухни; Перегородки; Корпусная мебель; Мебель для ванных комнат; Мягкая мебель; Детская мебель,"улица Весны, 15",1 этаж,660077,Взлётка м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-16:00,+07:00,4.5,32,89029902842,89029289042,,,,http://t.me/mebeler24ru,,,,https://vk.com/mebeler24,https://wa.me/79029902842,https://wa.me/79029289042,,,,,https://t.me/Mebeler24,,,,56.039195,92.912619,https://2gis.com/firm/985690700620889,branch
Мебелькомплект,торгово-производственная компания,"Мебель на заказ; Корпусная мебель; Мебельная фурнитура; ЛДСП, ДВПО, МДФ; Мебельные фасады","Ленинградский проспект, 12",1 этаж,662978,Ленинградский м-н,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-17:00,+07:00,2.3,19,89135757336,83919743510,,,,,,,,https://vk.com/mebelkom26,https://wa.me/79135757336,,,viber://chat/?number=79135757336,,,,,,,56.222748,93.531622,https://2gis.com/firm/70000001020113606,branch
Мебельная компания,,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Центральная улица, 2Б",,660015,,,,Емельяновский муниципальный округ,Красноярский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+07:00,,,,,,,,,,,,,,,,,,,,,,,56.070276,92.841912,https://2gis.com/firm/70000001099895010,branch
Мебельная компания,ИП Спрыгин А.Д.,Мебель на заказ; Корпусная мебель,"Томская улица, 4 ст33",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,,,89133469073,,,,,,,,,,,,,,,,,,,,56.010553,93.015725,https://2gis.com/firm/70000001113658477,branch
Мебельная фантазия,салон,Мебель на заказ; Детская мебель; Корпусная мебель; Мебель для кухни; Матрасы,"Свердловская улица, 8а/3",2 этаж,660006,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+07:00,3.6,5,83912930290,,,,,,,,,,,,,viber://chat/?number=79029230290,,,,,,,55.976057,92.806726,https://2gis.com/firm/985690699558191,branch
Мебельное Пространство,,Мебель на заказ; Мебельные фабрики; Мебель для кухни,"улица 26 Бакинских Комиссаров, 8",405 офис; 4 этаж,660004,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,5.0,12,83912510508,,,,,,,,,https://vk.com/mebelprostranstvo,https://wa.me/79135340508,,,,,,https://t.me/+79135340508,https://t.me/79135340508,,,56.033048,93.027333,https://2gis.com/firm/70000001104465509,branch
Мебельные линии,мастерская мебели,Мебель на заказ; Мебель для кухни; Ремонт мебели; Корпусная мебель; Мебель для ванных комнат,"улица Мусоргского, 1а",1 этаж,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+07:00,5.0,6,89039225652,89607609802,,,,,,,,https://vk.com/furniture_line24,https://wa.me/79039225652,https://wa.me/79607609802,,viber://chat/?number=79039225652,,,,,,,55.982954,92.931651,https://2gis.com/firm/70000001066013581,branch
