Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Столярная мастерская,,Мебель на заказ; Интерьерные лестницы; Деревообработка; Мебель для кухни; Облицовочный камень,"Речная улица, 8",,614521,Гляденовский Угор коттеджный пос.,,,Пермский муниципальный округ,Пермский край,Россия,"Пн: 09:00-12:00, 13:00-19:00; Вт: 09:00-12:00, 13:00-19:00; Ср: 09:00-12:00, 13:00-19:00; Чт: 09:00-12:00, 13:00-19:00; Пт: 09:00-12:00, 13:00-19:00; Сб: 09:00-12:00, 13:00-19:00",+05:00,5.0,18,89026307076,89048444142,,,,,,,,https://vk.com/public139029689,https://wa.me/79048444142,,,viber://chat/?number=79048444142,,,,,,,57.920421,55.944035,https://2gis.com/firm/70000001030342371,branch
Столярня,столярная мастерская,Мебель на заказ; Корпусная мебель,"Борцов Революции, 8а",,614018,Камская Долина ж/м,Ленинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-17:00; Вт: 11:00-17:00; Ср: 11:00-17:00; Чт: 11:00-17:00; Пт: 11:00-17:00,+05:00,,,89194548270,,,,,,,,,,,,,,,,https://t.me/+79194548270,,,,58.038886,56.264849,https://2gis.com/firm/70000001111137571,branch
Сити-Центр,Мебельный магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Мебель для ванных комнат; Корпусная мебель; Детская мебель,"улица Федосеева, 28а",1-3 этаж,618900,,,Лысьва,Лысьвенский муниципальный округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,,,83424965291,89523326601,,,,,,,,https://vk.com/lysvacitycentr,,,,,,,,,,,58.101785,57.808654,https://2gis.com/firm/70000001113711049,branch
Склад матрасов и мебели,,Мебель на заказ; Матрасы; Мягкая мебель; Корпусная мебель; Мебель для кухни,"улица Сергея Данщина, 6а к1",,614068,Заимка м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 11:00-17:00; Вс: 12:00-16:00 (по предварительной записи: вс),+05:00,4.9,16,89028017600,,,parabolika@mail.ru,,http://70000001049183137.2gis.biz,,,,https://vk.com/skladmatrasov59,https://wa.me/79028017600,,,viber://chat/?number=79028017600,,,,,,,58.011293,56.177959,https://2gis.com/firm/70000001048386024,branch
Славный дом,магазин мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель,"улица Ширинкина, 6",,617000,,,Нытва,Нытвенский муниципальный округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,,,89027994711,,,,,,,,,https://vk.com/slv_home,,,,,,,,,,,57.938972,55.334559,https://2gis.com/firm/70000001115840089,branch
Строй-монтаж-мебель,производственная компания,Мебель на заказ; Торгово-выставочное оборудование; Корпусная мебель; Мебель для кухни; Детская мебель,"1905 года, 35 к3",,614014,,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,83422072627,,,,,,,,,,https://wa.me/79503186602,,,viber://chat/?number=79503186602,,,,,,,58.043621,56.313465,https://2gis.com/firm/2252328094683280,branch
Строй-монтаж-мебель,производственный цех,Мебель на заказ; Торгово-выставочное оборудование; Корпусная мебель; Мебель для кухни; Детская мебель,"1905 года, 35 к21",,614014,,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,83422544059,,,,,,,,,,https://wa.me/79503186602,,,viber://chat/?number=79503186602,,,,,,,58.044165,56.313782,https://2gis.com/firm/70000001024846278,branch
Стронг,торгово-монтажная компания,Мебель на заказ; Натяжные потолки; Остекление и отделка балконов; Комплектующие для окон; Ремонт окон,"улица Дружбы, 23",1 этаж,614070,Городские Горки ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,,,83422650000,83422656590,89048433999,,,,,,,,,,,,,,https://t.me/+79048433999,,,,58.014662,56.283659,https://2gis.com/firm/2252328094770416,branch
Фурнилюкс,компания,Мебель на заказ; Мебельная фурнитура; Мебельные фасады; Корпусная мебель; Мебель для кухни; Крепёж,"улица Героев Хасана, 68 к6",1 этаж,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,3.1,2,83422737788,89223337788,89223600888,,,,,,,,https://wa.me/79124805750,,,,,,,,,,57.96276,56.260256,https://2gis.com/firm/70000001029283047,branch
Хорошая мебель,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Офисная мебель; Матрасы,"улица Архитектора Свиязева, 41 к1",,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 11:00-17:00,+05:00,2.3,35,89082716739,89822450612,,,,,,,,,https://wa.me/79082716739,https://wa.me/79822450612,,viber://chat/?number=79822450612,,,https://t.me/+79082716739,https://t.me/+79822450612,,,57.961464,56.160755,https://2gis.com/firm/2252329094968567,branch
Центр раскроя,,"Мебель на заказ; Распиловка древесины; ЛДСП, ДВПО, МДФ; Мебель для кухни; Корпусная мебель","1905 года, 35Б",,614014,,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.3,9,89223768112,,,,,,,,,,https://wa.me/79223768112,,,,,,https://t.me/+79223768112,,,,58.043238,56.309423,https://2gis.com/firm/70000001101478608,branch
Цех 72,,"Мебель на заказ; Металлоконструкции для строительства; Металлическая мебель; Заборы и ограждения; Садово-парковая мебель; Мангалы, коптильни, тандыры; Интерьерные лестницы",,,,,,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00; Вс: 08:00-18:00,+05:00,,,89197132426,,,,,,,,,,https://wa.me/79226453434,,,viber://chat/?number=79226453434,,,,,,,,,https://2gis.com/firm/70000001080849585,branch
Цех по производству деревянной мебели,,Мебель на заказ; Пило- и лесоматериалы; Деревянная тара; Корпусная мебель,"шоссе Космонавтов, 316а к3",,614065,,,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-16:00,+05:00,5.0,3,89822497895,,,,,,,,,https://vk.com/club218398383,,,,,,,,,,,57.955437,56.1059,https://2gis.com/firm/70000001020549631,branch
Цех159,,Мебель на заказ; Фрезеровка неметаллов; Распиловка древесины; Деревообработка; Строительство спортивных сооружений,"улица Емельяна Ярославского, 10Б",,614021,Крохалева ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительному звонку),+05:00,5.0,10,89068888786,,,,,,,,,,,,,,,,https://t.me/+79068888786,,,,57.96698,56.243362,https://2gis.com/firm/70000001057779730,branch
Чекива Мебель,мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Бригадирская улица, 14",,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,5.0,3,89028302024,,,,,,,,,https://vk.com/chekiva59,,,,,,,https://t.me/+79028302024,,,,57.971499,56.281173,https://2gis.com/firm/70000001110964718,branch
Эко,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебельные фабрики; Мебельные магазины; Мебель для кухни,"Магистральная улица, 89",4 зал; 1 этаж,614032,Закамск ж/м,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,,,83422046155,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/eko.mebel.zakamsk_krasnokamsk,,,,,,,,,,,58.016977,55.966787,https://2gis.com/firm/70000001089444970,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Архитектора Свиязева, 39а",цокольный этаж,614065,,Индустриальный район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.7,27,89223651164,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,,,,,57.961625,56.161662,https://2gis.com/firm/70000001057726505,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Корпусная мебель; Мебельные магазины,"улица Геофизиков, 6",2 этаж,617060,Центр м-н,,Краснокамск,Краснокамский муниципальный округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,3,89223651097,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,,,,,58.079974,55.759145,https://2gis.com/firm/70000001051572567,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные магазины; Мебельные фабрики; Мебель для кухни; Корпусная мебель,"Соликамская улица, 313а",цокольный этаж,614038,,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 10:00-19:00,+05:00,3.8,18,83422040027,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,,,,,58.111269,56.363172,https://2gis.com/firm/70000001040241259,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные магазины; Мебельные фабрики; Мебель для кухни; Корпусная мебель,"Трамвайная улица, 33 к7",1 этаж,614058,Красный Октябрь м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,23,83422046853,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,,,,,58.001559,56.144436,https://2gis.com/firm/70000001037143135,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные магазины; Мебельные фабрики; Мебель для кухни; Корпусная мебель,"Уральская улица, 63",2 павильон; 2 этаж,614107,Рабочий Посёлок ж/м,Мотовилихинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-19:00,+05:00,4.4,15,83422737330,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,,,,,58.02997,56.302694,https://2gis.com/firm/70000001025255967,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мебельные фабрики,"улица Героев Хасана, 109",2 этаж,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,36,83422046838,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,https://t.me/+79223305692,,,,57.957529,56.266102,https://2gis.com/firm/70000001020626062,branch
Эко,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Корпусная мебель; Мягкая мебель; Мебельные магазины,"улица Писарева, 1а",2 этаж,614030,Гайва ж/м,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.2,160,83422746651,,,marketing@ekomebel59.ru,sale@ekomebel59.ru,http://fabrika-eko.ru/?rs=2гис&utm_source=2gis,,,,https://vk.com/mfeko,,,,,,,,,,,58.104903,56.315196,https://2gis.com/firm/2252328094667761,branch
Эстель,фабрика мебели,Мебель на заказ; Мебельные фабрики; Мебель для кухни; Корпусная мебель; Офисная мебель,"Ново-Гайвинская улица, 81",1 этаж,614030,,Орджоникидзевский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,4.2,107,83422742839 (оптовый отдел),83422740852,,,,http://estel-mebel.ru/?utm_source=2gis,,,,https://vk.com/estelmebel,https://wa.me/79027990288,,,viber://chat/?number=79027990288,,,,,,https://youtube.com/channel/UC-E0FAs8D4K2e0Rb3WsK0-A,58.104088,56.322484,https://2gis.com/firm/2252328094668256,branch
Тренд мебель,магазин,Мебель на заказ; Мягкая мебель; Офисная мебель,"Кировоградская улица, 12/2",1 этаж,614101,Чистопольский м-н,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,,,89523219777,,,,,,,,,,,,,,,,,,,,57.994456,55.947178,https://2gis.com/firm/70000001112760427,branch
Триада,магазин мебели по индивидуальному проекту,Мебель на заказ; Корпусная мебель,"Юбилейная улица, 72а",,618422,,,Березники,город Березники муниципальный округ,Пермский край,Россия,"Пн: 10:00-14:00, 15:00-19:00; Вт: 10:00-14:00, 15:00-19:00; Ср: 10:00-14:00, 15:00-19:00; Чт: 10:00-14:00, 15:00-19:00; Пт: 10:00-14:00, 15:00-19:00; Сб: 11:00-14:00, 15:00-18:00; Вс: 11:00-14:00, 15:00-18:00",+05:00,,,89082551110,89194540300,,,,,,,,https://vk.com/triada59,https://wa.me/79194540300,https://wa.me/79082551110,,,,,https://t.me/+79194540300,https://t.me/+79082551110,,,59.407553,56.838355,https://2gis.com/firm/70000001102252326,branch
Трио,мебельная студия,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Большевистская улица, 54",1 этаж,617060,Центр м-н,,Краснокамск,Краснокамский муниципальный округ,Пермский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,2.2,2,83427344383,,,,,,,,,https://vk.com/uyutnayatrio,,,,,,,,,,,58.084263,55.754049,https://2gis.com/firm/70000001007512085,branch
ТСМ-та самая мебель,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Торгово-выставочное оборудование,"улица Куйбышева, 50",303 офис; 3 этаж,614016,Свердлова ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00 (по предварительной записи),+05:00,5.0,10,89082471901,89028319760,,,,,,,,https://vk.com/tcm_mebel,,,,viber://chat/?number=79082471901,,,https://t.me/+79082471901,,,,58.003214,56.238833,https://2gis.com/firm/70000001092778204,branch
У Михалыча,столярная мастерская,Мебель на заказ; Детская мебель; Интерьерные лестницы; Садово-парковая мебель; Деревообработка,"Луговая улица, 46Б",,614532,,,,Пермский муниципальный округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,2,89026457832,,,,,,,,,,https://wa.me/79026457832,,,viber://chat/?number=79026457832,,,,,,,57.862151,56.303493,https://2gis.com/firm/70000001032988139,branch
Ультра-Ком,торгово-производственная компания,Мебель на заказ; Изделия из камня для помещений; Облицовочный камень; Корпусная мебель,"улица Героев Хасана, 92в",,614025,,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,5.0,1,83422689850,,,,,,,,,,,,,,,,,,,,57.95687,56.260871,https://2gis.com/firm/2252329094865820,branch
Студия авторской мебели,,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Ремонт мебели,"Решетниковский спуск, 1д",,614068,Заимка м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,,,89526535950,,,,,,,,,https://vk.com/revperm22,https://wa.me/79526535950,,,,,,https://t.me/+79526535950,,,,58.013505,56.204297,https://2gis.com/firm/70000001053303497,branch
Студия Дом,салон итальянских и российских кухонь,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады; Детская мебель; Мебель для ванных комнат,"Сибирская улица, 37",2 этаж,614000,Свердлова ж/м,Свердловский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-19:00,+05:00,5.0,2,83422065927,,,,,,,,,https://vk.com/studiadom_perm,,,,,,,https://t.me/+79124841609,,,,58.007479,56.251775,https://2gis.com/firm/2252329094841593,branch
Студия мебели,,Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,"улица Сергея Данщина, 4",10 офис; 2 этаж,614068,Заимка м-н,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,19,,,,,,,,,,,https://wa.me/79194759055,,,viber://chat/?number=79194759055,,,,,,,58.011109,56.181268,https://2gis.com/firm/70000001090068950,branch
Уно,мебельная фабрика,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Детская мебель,"Правобережная улица, 12",,614042,Октябрьский (Кировский) ж/м,Кировский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 10:00-18:30; Вт: 10:00-18:30; Ср: 10:00-18:30; Чт: 10:00-18:30; Пт: 10:00-18:30; Сб: 10:00-17:00,+05:00,5.0,1,89124868139,,,,,,,,,https://vk.com/mebel_kuhni_shafi_perm,,,,,,,,,,,57.998464,55.927683,https://2gis.com/firm/70000001080149475,branch
Урал-Мебель,торгово-производственная фирма,"Мебель на заказ; ЛДСП, ДВПО, МДФ; Распиловка древесины; Корпусная мебель","улица Сергея Есенина, 45",,614058,,Дзержинский район,Пермь,Пермь городской округ,Пермский край,Россия,Пн: 08:30-17:30; Вт: 08:30-17:30; Ср: 08:30-17:30; Чт: 08:30-17:30; Пт: 08:30-17:30,+05:00,,,83422385771,,,,,,,,,,,,,,,,https://t.me/+79223514123,,,,58.007929,56.112735,https://2gis.com/firm/2252328094738500,branch
