Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Оазис комфорта,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Распиловка древесины,"Троицкий тракт, 11а/3",1 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,3,89304193008,,,,,,,,,https://vk.com/oaziskomforta,,,,,,,,,,,55.112791,61.385143,https://2gis.com/firm/70000001102314846,branch
Ольга,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для учебных учреждений; Детская мебель,"Свердловский тракт, 1ж","3/30, 3/32, 3/58, 3/59, 3/63 секция; 2 этаж",454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,1.4,1,83517250342,83517250339,83512224233,,,,,,,,,,,,,,,,,,55.235028,61.368871,https://2gis.com/firm/70000001095642383,branch
Ольга,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для учебных учреждений; Детская мебель,"Свердловский тракт, 1ж","2/89, 3/30, 3/32, 3/58, 3/59, 3/63 секция; 1 этаж",454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,3.1,19,83517250339,83517250342,83512224233,,,,,,,,,,,,,,,,,,55.235082,61.368763,https://2gis.com/firm/2111590606309920,branch
Острые углы,мебельная компания,Мебель на заказ; Мебельные магазины; Сборка мебели; Мебель для кухни,"Моховая улица, 7/7",внутренние левые ворота,454085,,Тракторозаводский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,1,89681278027 (отдел продаж),89068660575,,,,,,,,https://vk.com/ostrueygli,https://wa.me/79681278027,https://wa.me/79068660575,,viber://chat/?number=79681278027,viber://chat/?number=79068660575,,,,,,55.166182,61.473753,https://2gis.com/firm/70000001080107134,branch
Палаццо,центр интерьера и дизайна,Мебель на заказ; Портьерные ткани и шторы; Отделочные материалы; Декоративные отделочные материалы; Керамическая плитка; Керамогранит; Лаки и краски; Межкомнатные двери; Входные двери; Герметики и клеи; Напольные покрытия; Облицовочный камень; Обои; Перегородки; Стекло и зеркала; Пило- и лесоматериалы; Мебель для кухни; Мебель для ванных комнат; Тротуарная плитка; Корпусная мебель; Кирпич; Интерьерные лестницы; Светотехника; Дизайн интерьеров; Детская мебель; Аксессуары для ванных комнат; Мягкая мебель; Матрасы; Сантехника; Комплектующие для дверей; Аренда помещений; Карнизы,"Российская улица, 142",3 этаж,454091,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.9,26,83512500506,89000608166,,palazzo_development@mail.ru,,,,,,https://vk.com/tkpalazzo,https://wa.me/79000608166,,,viber://chat/?number=79000608166,,,https://t.me/tkpalazzo,,,,55.166344,61.415227,https://2gis.com/firm/70000001034730330,branch
Палермо,студия мебели,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель; Офисная мебель; Матрасы,"улица Дзержинского, 110/1",1 этаж,454078,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.3,54,89630929174,,,,,,,,,https://vk.com/palermo74,https://wa.me/79630929174,,,viber://chat/?number=79630929174,,,,,,,55.133586,61.433221,https://2gis.com/firm/2111590608894224,branch
Папа может,компания,Мебель на заказ; Детская мебель; Мебель для кухни; Корпусная мебель,"улица Дзержинского, 93Б",814 офис; 8 этаж,454078,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.7,18,89514573301,,,,,,,,,https://vk.com/papamozhet74,https://wa.me/79514573301,,,viber://chat/?number=79514573301,,,https://t.me/+79514573301,,,,55.13063,61.433819,https://2gis.com/firm/70000001021792530,branch
Параметрический стиль,компания по изготовлению мебели из дерева на заказ,Мебель на заказ; Садово-парковая мебель,,,,,,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,,,89098070165,,,,,,,,,https://vk.com/club229806661,,,,,,,,,,,,,https://2gis.com/firm/70000001113696378,branch
Парк База,столярная мастерская,Мебель на заказ; Входные двери; Деревообработка; Интерьерные лестницы; Окна; Межкомнатные двери; Садово-парковая мебель,"Свердловский проспект, 32/4",2101 бокс,454008,,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-17:00; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00; Сб: 10:00-17:00; Вс: 10:00-17:00,+05:00,,,89128916603,,,,,http://t.me/parkbaza174,,,,https://vk.com/parkbaza,https://wa.me/79128916603,,,,,,https://t.me/+79128916603,,,,55.174996,61.385245,https://2gis.com/firm/70000001115647256,branch
Парк База,столярная мастерская,Мебель на заказ; Входные двери; Деревообработка; Интерьерные лестницы; Окна; Межкомнатные двери; Садово-парковая мебель,"улица Кузнецова, 47 ст9/6",,454028,АМЗ пос.,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-16:00; Вт: 09:00-16:00; Ср: 09:00-16:00; Чт: 09:00-16:00; Пт: 09:00-16:00; Сб: 09:00-14:00,+05:00,,,89128916603,,,,,http://t.me/parkbaza174,,,,https://vk.com/parkbaza,https://wa.me/79128916603,,,viber://chat/?number=79128916603,,,https://t.me/+79128916603,,,,55.108168,61.328448,https://2gis.com/firm/2111591606652122,branch
Пеллея,мебельный салон,Мебель на заказ; Корпусная мебель; Детская мебель; Матрасы; Мебель для кухни; Офисная мебель; Ремонт мебели; Мебель для ванных комнат,"Свердловский тракт, 1ж","2/51, 2/87 секция; 1 этаж",454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,4.5,22,89085822792,,,,,,,,,https://vk.com/marinamebel74,https://wa.me/79085822792,,,viber://chat/?number=79085822792,,,https://t.me/+79085822792,,,,55.235013,61.368915,https://2gis.com/firm/70000001037027091,branch
Пеллея,производственный цех,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель; Ремонт мебели; Мебель для ванных комнат,"Свердловский тракт, 4/2",,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+05:00,5.0,1,89085822792,,,,,,,,,https://vk.com/marinamebel74,https://wa.me/79085822792,,,viber://chat/?number=79085822792,,,https://t.me/+79085822792,,,,55.248264,61.351797,https://2gis.com/firm/70000001051696281,branch
Пилим-Красим,студия мебели,Мебель на заказ; Декоративные отделочные материалы; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель; Матрасы; Мебель для ванных комнат; Мягкая мебель; Мебельные фасады,"Российская улица, 142",2 этаж,454091,,Центральный район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,9,89124773299,,,,,,,,,https://vk.com/pilim_krasim74,https://wa.me/79124773299,,,,,,https://t.me/+79124773299,,,,55.166097,61.415342,https://2gis.com/firm/70000001037315439,branch
Пифагор,мебельная компания,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для ванных комнат,"Ударная улица, 7а",,454053,Локомотивный пос.,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,,,89026077222,89514621482,,,,,,,,https://vk.com/pifagorprofi,https://wa.me/79514621482,,,viber://chat/?number=79514621482,,,https://t.me/+79514621482,,,,55.116904,61.394186,https://2gis.com/firm/70000001081577399,branch
Поднебесная фабрика,производственная компания,Мебель на заказ; Мебель для кухни; Фрезеровка неметаллов; Строительство дач и коттеджей,"Троицкий тракт, 9 ст1",,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,"Пн: 09:00-12:00, 12:30-17:00; Вт: 09:00-12:00, 12:30-17:00; Ср: 09:00-12:00, 12:30-17:00; Чт: 09:00-12:00, 12:30-17:00; Пт: 09:00-12:00, 12:30-17:00",+05:00,,,89292353252,,,,,,,,,https://vk.com/podnebesnaya_fabrika,,,,,,,,,,,55.121905,61.385147,https://2gis.com/firm/70000001079104080,branch
Раф-Рус,,Мебель на заказ; Офисная мебель; Мебель для кухни; Корпусная мебель,"улица Мира, 28",,456550,,,Коркино,Коркинский муниципальный округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+05:00,,,89088201272,,,,,,,,,,,,,,,,,,,,54.893509,61.40531,https://2gis.com/firm/70000001114482064,branch
Респект мебель,цех по производству мебели,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель,"2-я Павелецкая улица, 26",,454047,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,3,89123169842,,,,,,,,,,,,,,,,,,,,55.267758,61.407769,https://2gis.com/firm/70000001096979989,branch
Ритм,производственная фирма,Мебель на заказ; Корпусная мебель; Мебель для кухни,"улица Василевского, 80",4 офис; 2 этаж,454139,Сельмаш пос.,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,5.0,3,89026028199,,,,,,,,,,https://wa.me/79026028199,,,,,,,,,,55.097803,61.482307,https://2gis.com/firm/2111591606595973,branch
Русский лес,компания по изготовлению мебели из дерева,Мебель на заказ; Интерьерные лестницы; Входные двери; Межкомнатные двери; Окна; Корпусная мебель,"улица Нахимова, 20п/2",,454119,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,4.1,1,89123149055,,,,,,,,,,https://wa.me/79123149055,,,viber://chat/?number=79123149055,,,,,,,55.122973,61.481803,https://2gis.com/firm/70000001053418026,branch
Русь,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель; Мебель для кухни; Детская мебель; Мебель из стекла; Матрасы,"проспект Победы, 150",1 этаж,454081,Ферросплавный квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,4.4,115,83517733309,89123087755,,mebel.tet@mail.ru,,,,,,,,,,,,,,,,,55.185801,61.419813,https://2gis.com/firm/2111590606341439,branch
Рябинушка,компания по изготовлению мебели на заказ,Мебель на заказ; Мебель для кухни,"Сталелитейная улица, 34",,454081,Нижний Плановый квартал,Калининский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,,,89028648378,,,,,,,,,https://vk.com/ryabinyshkakuhni,,,,,,,,,,,55.190126,61.42709,https://2gis.com/firm/70000001104918835,branch
Сага,мебельная фабрика,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель для общественного питания; Детская мебель,"Копейское шоссе, 36е/2",,454012,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,5.0,3,89514514354,,,,,,,,,https://vk.com/mebel_saga,https://wa.me/79514514354,,,viber://chat/?number=79514514354,,,,,,,55.134117,61.491693,https://2gis.com/firm/70000001045726885,branch
Сага,отдел продаж,Мебель на заказ; Мебельные фабрики; Корпусная мебель; Офисная мебель; Мебель для кухни; Мебель для общественного питания; Детская мебель,"Енисейская улица, 53л",,454012,,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+05:00,,,89514514354,,,,,,,,,,https://wa.me/79514514354,,,viber://chat/?number=79514514354,,,,,,,55.13352,61.492577,https://2gis.com/firm/70000001074938754,branch
Сакура,салон мебели,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Офисная мебель; Детская мебель,"улица Борьбы, 63а",заезд со стороны котельной,456601,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+05:00,5.0,3,89630882072,,,,,,,,,https://vk.com/sakura_mebel_na_zakaz,https://wa.me/79630882072,,,,,,,,,,55.128318,61.621928,https://2gis.com/firm/2111590606503011,branch
Салон диванов,,Мебель на заказ; Мебельные магазины; Мягкая мебель,"проспект Победы, 348 ст1","19, 20 секция; 4 этаж",454014,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,,,,,,,,,,,,,,,,,,,,,55.190353,61.320487,https://2gis.com/firm/70000001110828103,branch
Салон мебели,,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для общественного питания; Ремонт мебели; Мебель для кухни; Офисная мебель; Детская мебель,"Дербентская улица, 46",цокольный этаж,454139,Сельмаш пос.,Ленинский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (по предварительному звонку),+05:00,3.9,7,89514605088,,,,,,,,,https://vk.com/club73915123,https://wa.me/79514605088,,,viber://chat/?number=79514605088,,,,,,,55.099471,61.486268,https://2gis.com/firm/70000001025391089,branch
Светлана,мебельная компания,Мебель на заказ; Мягкая мебель; Корпусная мебель; Матрасы; Мебель для кухни,"Черкасская улица, 17",22 секция; цокольный этаж,454036,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-19:30; Вт: 10:00-19:30; Ср: 10:00-19:30; Чт: 10:00-19:30; Пт: 10:00-19:30; Сб: 10:00-19:30; Вс: 10:00-19:30,+05:00,3.4,13,,,,,,,,,,,,,,,,,,,,,55.229316,61.375317,https://2gis.com/firm/70000001064312834,branch
Селена Астарта,салон мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Светопрозрачные конструкции; Мебель для ванных комнат,"улица Чичерина, 22",5 сектор; 1 этаж,454100,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,9,89514338898,,,,,http://2111599196266672.2gis.biz,,,,,https://wa.me/79514338898,,,viber://chat/?number=79514338898,,,,,,,55.183819,61.287629,https://2gis.com/firm/2111590606340983,branch
Сириус групп,компания по производству кухонных гарнитуров и корпусной мебели,Мебель на заказ; Торгово-выставочное оборудование; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель,"Тугайкульская улица, 6/2",,456602,,,Копейск,Копейский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,,,89090889050,89938014180,,sirius_group.ural@mail.ru,,,,,,https://vk.com/goodworkmebel,https://wa.me/79090889050,,,,,,https://t.me/+79090889050,,,,55.135675,61.643047,https://2gis.com/firm/70000001086542746,branch
Сириус групп,компания по производству кухонных гарнитуров и корпусной мебели,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Мебель для ванных комнат,"Автодорожная улица, 3/5",,454008,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+05:00,4.0,8,89090889050,89938014180,,sirius_group.ural@mail.ru,,,,,,https://vk.com/goodworkmebel,https://wa.me/79090889050,,,,,,https://t.me/+79090889050,,,,55.205619,61.37184,https://2gis.com/firm/70000001054952380,branch
Слэб люкс,компания производства столешниц из акрилового камня,Мебель на заказ; Изделия из камня для помещений; Мебель для кухни; Мебель для ванных комнат; Облицовочный камень,"Троицкий тракт, 46Б",1 этаж,454053,,Советский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,20,89322380239,89080511063,,,,,,,,https://vk.com/kitchenjewel,https://wa.me/79322380239,https://wa.me/79080511063,,,,,https://t.me/+79322380239,,,,55.113491,61.388221,https://2gis.com/firm/70000001076387849,branch
См,мебельный салон,Мебель на заказ; Офисная мебель; Мягкая мебель; Мебель для кухни; Корпусная мебель,"Новоградский проспект, 64",2 этаж; левое крыло,454100,,Курчатовский район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-19:00,+05:00,2.8,5,89681113861,,,,,,,,,,,,,,,,,,,,55.179765,61.258697,https://2gis.com/firm/70000001060355403,branch
Софья,мебельная фабрика,"Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; Распиловка древесины; ЛДСП, ДВПО, МДФ; Облицовочные материалы для мебели; Мебель для ванных комнат; Детская мебель","2-я Павелецкая улица, 28",2 этаж,454047,,Металлургический район,Челябинск,Челябинский городской округ,Челябинская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,4.4,203,89087072101,,,,,,,,,https://vk.com/public147977214,https://wa.me/79087072101,,,viber://chat/?number=79087072101,,,https://t.me/+79087072101,,,,55.268923,61.406337,https://2gis.com/firm/70000001037052874,branch
