Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Martin,студия мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мягкая мебель; Светотехника,"Новороссийская улица, 159",1 этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,2,89384259606,89183337334,89184822191,,,,,,,,https://wa.me/79184822191,https://wa.me/79183337334,,viber://chat/?number=79184822191,,,https://t.me/ekaterinamartin,,,,44.56565,38.093864,https://2gis.com/firm/70000001036011624,branch
Mebestil,салон мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"Красная улица, 1/1",,353831,,,,Красноармейский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,,,89186273985,,,,,,,,,https://vk.com/club125777966,https://wa.me/79186273985,,,,,,,,,,45.17563,38.596922,https://2gis.com/firm/70000001036782264,branch
Meblex,компания по изготовлению мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"проспект Дзержинского, 211 к2",2 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 08:00-18:00,+03:00,4.9,69,89892469986,89898009393,,,,,,,,https://vk.com/club233164529,https://wa.me/79892469986,,,,,,,,,,44.682622,37.777366,https://2gis.com/firm/70000001025898359,branch
MGS Mebel,компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Мебель для ванных комнат; Офисная мебель,"Волгоградская улица, 6Б",2 этаж,353919,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00 (по предварительному звонку),+03:00,5.0,3,89183862766,,,,,http://t.me/mgsmebelyug,,,,https://vk.com/mgsmebelyug,https://wa.me/79183862766,,,,,,https://t.me/Yugmebel23,,,,44.685823,37.767373,https://2gis.com/firm/70000001079611547,branch
Moroni,мебельный цех,Мебель на заказ; Мягкая мебель; Детская мебель; Ремонт мебели,"Красноармейская улица, 51",1 этаж,353451,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-18:00,+03:00,,,89892451888,89883366827,,,,,,,,,https://wa.me/79892451888,,,,,,https://t.me/di_moroni,,,,44.888488,37.332161,https://2gis.com/firm/70000001091500253,branch
Mr.Dokka,мастерская мебели под заказ,Мебель на заказ; Изделия из камня для помещений; Мебель для ванных комнат; Мебель для кухни,"улица Тельмана, 141а",1 этаж,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+03:00,5.0,3,89184651633,,,,,,,,,https://vk.com/dokkagroup,https://wa.me/79184651633,,,,,,https://t.me/dokkapro,https://t.me/+79184651633,,,44.569985,38.093673,https://2gis.com/firm/70000001024924820,branch
Neo,салон кухонь и мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Новороссийская улица, 169",,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-14:00,+03:00,,,89384314210,,,,,,,,,,https://wa.me/79384314210,,,,,,,,,,44.569294,38.097871,https://2gis.com/firm/70000001103713952,branch
O`Prime,салон мягкой мебели,Мебель на заказ; Мягкая мебель,"проспект Ленина, 95Б к1",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,5.0,8,89897649311,89002557147,88005509559,,,http://t.me/oprimeofficial,,,,https://vk.com/oprimesofas,https://wa.me/79001663874,,,,,,https://t.me/+79001663874,,,,44.680434,37.794438,https://2gis.com/firm/70000001027109090,branch
Promebel,мебельная компания,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни; Бытовая техника; Офисная мебель; Детская мебель; Мебель для ванных комнат; Бескаркасная мебель; Матрасы; Садово-парковая мебель,"Анапское шоссе, 20",2 этаж,353445,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,4,89184606700 (отдел корпусной мебели),89186624409 (отдел мягкой мебели),,,,,,,,,https://wa.me/79184606700,,,viber://chat/?number=79184606700,,,https://t.me/+79184606700,,,,44.898708,37.352081,https://2gis.com/firm/70000001037032019,branch
Ross,студия мебели и дизайна,Мебель на заказ; Корпусная мебель; Бытовая техника; Мебель для кухни; Мебель для ванных комнат,"проспект Дзержинского, 247",,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,,,89960486811,89144218700,,,,http://t.me/mebel_mechty,,,,,https://wa.me/79144218700,,,,,,,,,,44.672166,37.778391,https://2gis.com/firm/70000001091493823,branch
Shaburov,дом мебели,Мебель на заказ; Корпусная мебель; Мебельная фурнитура; Мягкая мебель,"улица Видова, 176а",,353912,,Приморский район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,3.1,2,89892481406,,,,,,,,,https://vk.com/dom.mebeli.shaburov_novoros,https://wa.me/79892481406,,,,,,,,,,44.73497,37.735393,https://2gis.com/firm/70000001094600238,branch
Shamian,,Мебель на заказ; Мебель для кухни; Мягкая мебель; Корпусная мебель; Матрасы,"Супсехское шоссе, 35а",1 этаж,353451,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительному звонку),+03:00,,,89044020008,,,,,,,,,,https://wa.me/79044020008,,,viber://chat/?number=79044020008,,,https://t.me/+79044020008,,,,44.87699,37.341118,https://2gis.com/firm/70000001080515531,branch
Taurus,мебельное ателье,Мебель на заказ; Ремонт мебели; Мягкая мебель; Текстиль для ресторанов и гостиниц; Матрасы; Мебельная фурнитура; Мебельные ткани; Домашний текстиль,"Гоголя, 14",,353430,,,,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,5.0,14,89881361474,,,,,,,,,,https://wa.me/79881361474,,,,,,,,,,44.887431,37.381337,https://2gis.com/firm/70000001031691455,branch
Wood-Sava,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни; Детская мебель; Офисная мебель; Мягкая мебель; Мебель из стекла,"Строительная улица, 63",,353386,,,Крымск,Крымский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-17:00,+03:00,,,89180525176 (офис продаж),,,,,,,,,https://vk.com/wood_sava,https://wa.me/79180525176,,,,,,https://t.me/+79180525176,,,,44.92058,38.020085,https://2gis.com/firm/70000001091526928,branch
Work Wood,,Мебель на заказ; Деревообработка,"улица Котовского, 13а",1 этаж,353906,Мефодиевка м-н,Восточный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00 (по предварительному звонку: пн-пт),+03:00,5.0,2,89528186842,,,,,,,,,,,,,,,,,,,,44.740179,37.77528,https://2gis.com/firm/70000001080069162,branch
Zefir,студия авторской мебели,Мебель на заказ; Мягкая мебель,"Почтовая улица, 82а",,353831,,,,Красноармейский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89292711195,,,,,,,,,https://vk.com/zefir_furniture,,,,,,,https://t.me/eliseevfurniture,,,,45.186877,38.594335,https://2gis.com/firm/70000001062921105,branch
А5,мебельная студия,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Детская мебель,"проспект Дзержинского, 225",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,3.0,2,89615109094,,,,,,,,,,https://wa.me/79615109094,,,,,,,,,,44.676175,37.779608,https://2gis.com/firm/70000001029639192,branch
Автор,студия мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Анапское шоссе, 30 к3",17 помещение; 1 этаж,353445,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+03:00,5.0,5,89883337017,,,,,,,,,https://vk.com/avtor.anapa,https://wa.me/79883337017,,,,,,https://t.me/Mebelavtor,https://t.me/+79883337017,,https://youtube.com/channel/UCsbdrqFB23uqYj-kkZNZGSA,44.898201,37.356614,https://2gis.com/firm/70000001060168429,branch
Адэлия,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Офисная мебель; Мягкая мебель; Садово-парковая мебель; Мебель для кухни,"улица Ленина, 144Б",1 этаж,353440,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,5.0,37,89181512460 (администратор),,,,,,,,,,https://wa.me/79181512460,,,,,,,,,,44.877017,37.324745,https://2gis.com/firm/70000001063466394,branch
АЕ,мебельное ателье,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Супсехское шоссе, 26 лит 6",цокольный этаж,353440,Горгиппия м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00",+03:00,5.0,3,89184723072,,,,,http://t.me/ivamebelanapa,,,,,https://wa.me/79184723072,,,,,,,,,,44.875239,37.341899,https://2gis.com/firm/70000001066686882,branch
Александрит,,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель; Мебель для ванных комнат; Офисная мебель; Ремонт мебели,"Супсехское шоссе, 39 к5",,353451,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,5.0,1,89385368188,,,,,http://t.me/proizvodstvo_kuhni_mebeli,,,,https://vk.com/kuhnianapa23,https://wa.me/79385368188,,,,,,,,,,44.876916,37.342,https://2gis.com/firm/70000001102611058,branch
АлимовИнтерьер,салон кухонной мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"улица Ленина, 180 к1",1 этаж,353454,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:30-18:30; Вт: 09:30-18:30; Ср: 09:30-18:30; Чт: 09:30-18:30; Пт: 09:30-18:30; Сб: 09:30-18:30; Вс: 09:30-15:30,+03:00,4.3,12,89897601809,,,,,,,,,,https://wa.me/79897601809,,,viber://chat/?number=79897601809,,,https://t.me/+79897601809,,,,44.8719,37.329042,https://2gis.com/firm/70000001042637544,branch
Алория,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Садово-парковая мебель,"улица Советов, 126а",,353320,,,Абинск,Абинский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,89034528390,,,,,,,,,https://vk.com/akoriaabinsk128,,,,,,,,,,,44.86462,38.15304,https://2gis.com/firm/70000001111827990,branch
Альтаир. М,магазин мебели от производителя,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни,"улица Героев Десантников, 2",2 этаж,353922,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,5.0,25,89288282284,,,,,,,,,,https://wa.me/79288282284,,,,,,https://t.me/+79288282284,,,,44.685507,37.780895,https://2gis.com/firm/70000001085803572,branch
Анапа Мебель Дизайн,,Мебель на заказ; Корпусная мебель,"Анапское шоссе, 32 к6",1 этаж,353445,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,5.0,1,89641020222,,,,,,,,,https://vk.com/shkafnazakaz_23,,,,,,,,,,,44.896255,37.355846,https://2gis.com/firm/70000001112588447,branch
Ангажемент,,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель,"Мира, 1в",,353900,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,44.727188,37.767841,https://2gis.com/firm/70000001114872344,branch
Ангстрем,фирменный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель,"улица Героев Десантников, 2",2 этаж,353922,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.7,19,89601249903,,,,,http://t.me/angstremmebel,,,,https://vk.com/angstremmebel,,,,,,,,,,,44.685549,37.781073,https://2gis.com/firm/70000001035220613,branch
Ангстрем,фирменный салон кухонь,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мягкая мебель,"улица Советов, 1",4 этаж,353907,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,1.7,1,89601249959,,,,,,,,,https://vk.com/angstremmebel,https://wa.me/79601249958,,,,,,https://t.me/+79601249958,,,,44.724259,37.764696,https://2gis.com/firm/70000001062271522,branch
Ангстрем,фирменный салон мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель,"Мира, 2а",,353430,,,,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+03:00,,,88001006868 (горячая линия: пн-вс 7:00-23:00),,,,,,,,,https://vk.com/angstremmebel,,,,,,,,,,,44.899326,37.375019,https://2gis.com/firm/70000001080406117,branch
Арина,столярное предприятие,Мебель на заказ; Деревообработка; Мебель для общественного питания; Погонажные изделия; Детская мебель,"Рыбацкая улица, 102",1 этаж,353924,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,5.0,1,89182170702,,,,,,,,,,,,,,,,,,,,44.66978,37.798827,https://2gis.com/firm/70000001034645233,branch
Арс,магазин мебели,Мебель на заказ; Мягкая мебель; Корпусная мебель; Мебель для кухни,"Объездная улица, 31",1 этаж,353451,,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,,,89186722264,,,,,,,,,,https://wa.me/79186722264,,,,,,,,,,44.883447,37.33853,https://2gis.com/firm/70000001097238540,branch
Ателье мебели Крутова,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Распиловка древесины; Мягкая мебель; Матрасы; Мебель для ванных комнат,"улица Южная промзона, 36",,353460,Южная промышленная зона,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+03:00,5.0,1,89182506112,,,,,http://t.me/mebelkrutowa,,,,https://vk.com/club211596820,https://wa.me/79182506112,,,,,,https://t.me/OlgaKrutowa,,,,44.554455,38.114485,https://2gis.com/firm/70000001020084671,branch
Букин,,Мебель на заказ; Корпусная мебель; Мягкая мебель; Офисная мебель; Мебель для кухни,"Владимирская улица, 154 к4",1 этаж,353454,3Б м-н,,Анапа,Анапа муниципальный округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,1,89282093766,,,,,,,,,https://vk.com/bukinburo,https://wa.me/79282093766,,,,,,https://t.me/bukinburo,,,,44.870721,37.333516,https://2gis.com/firm/70000001090763925,branch
ВТА мебель,мебельная компания,Мебель на заказ; Корпусная мебель,"Адагумская улица, 169Б",2 этаж,353380,,,Крымск,Крымский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,5,89181682420,,,,,http://t.me/mebelvta2025,,,,,https://wa.me/79181682420,,,,,,https://t.me/+79181682420,,,,44.927816,37.989332,https://2gis.com/firm/70000001092052551,branch
Гелиогран,,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебель для ванных комнат; Изделия из камня для помещений,"Новороссийская улица, 158",,353460,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,4.7,9,89184605501,89184605502,,,,,,,,https://vk.com/public131358744,https://wa.me/79184605501,https://wa.me/79184605502,,viber://chat/?number=79184605501,,,https://t.me/geliogran,,,,44.566455,38.095512,https://2gis.com/firm/70000001025377086,branch
Господин диван,мастерская по ремонту мягкой мебели,Мебель на заказ; Ремонт мебели; Мягкая мебель; Мебельные ткани,"проспект Дзержинского, 211 к Б",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,4.2,5,89189864262,,,,,,,,,,https://wa.me/79189864262,,,viber://chat/?number=79189864262,,,https://t.me/+79189864262,,,,44.683218,37.77917,https://2gis.com/firm/10415102419337886,branch
Да Мебель,компания по изготовлению корпусной мебели,Мебель на заказ; Корпусная мебель,"улица Котанова, 6",1 этаж; коворкинг-центр Place,353924,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00 (по предварительному звонку),+03:00,5.0,2,89615232362,,,,,http://t.me/da_mebel_ru,,,,,https://wa.me/79615232362,,,,,,,,,,44.672792,37.774512,https://2gis.com/firm/70000001084264236,branch
