Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Дом дерева,магазин строительных материалов для бань,Мебель на заказ; Товары для бань и саун; Погонажные изделия; Строительство бань и саун; Строительство дач и коттеджей; Садово-парковая мебель,"улица Ленина, 2а",,353240,,,,Северский район,Краснодарский край,Россия,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00; Сб: 08:30-18:00; Вс: 08:30-18:00,+03:00,1.0,1,89882828821,,,,,,,,,https://vk.com/domdereva23ru,https://wa.me/79882828821,,,,,,https://t.me/domdereva,,,https://youtube.com/channel/UCbUkzeWQoOSEFVNPK0sNxQg,44.830697,38.662293,https://2gis.com/firm/70000001059439615,branch
Дом мебели,салон,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Бабушкина, 277",1 этаж,350049,,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+03:00,2.7,6,89892850001,,,,,,,,,,https://wa.me/79892850001,,,,,,,,,,45.047828,38.96904,https://2gis.com/firm/70000001040359923,branch
Дом мебели,салон,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель,"Тургеневское шоссе, 33 ст4",,385121,,,,Тахтамукайский район,Республика Адыгея,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+03:00,1.7,2,89181258888,,,,,,,,,,https://wa.me/79181258888,,,,,,https://t.me/+79181258888,,,,45.000111,38.927541,https://2gis.com/firm/70000001031737392,branch
Домино,салон мебели,Мебель на заказ; Мягкая мебель,"Меланжевая улица, 23",0 этаж,350059,РМЗ м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,,,89827545050,,,,,,,,,https://vk.com/dominocentrmebeli,https://wa.me/79827545050,,,,,,https://t.me/+79827545050,,,,45.032697,39.048512,https://2gis.com/firm/70000001099318710,branch
ДомЛофт,мастерская мебели,"Мебель на заказ; Корпусная мебель; Офисная мебель; Мебель для кухни; ДСП, ДВП, фанера; Мебельные фасады; ЛДСП, ДВПО, МДФ; Распиловка древесины; Монтаж климатических систем; Кондиционеры","Васильевская улица, 7",,350909,,Карасунский округ,,Краснодар городской округ,Краснодарский край,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,5.0,8,89189317571,,,,,http://t.me/domlofts,,,,https://vk.com/domlofts,,,,,,,https://t.me/ivandomlt,,,,45.073473,39.342213,https://2gis.com/firm/70000001076820631,branch
Доступная кухня,,Мебель на заказ; Мебель для кухни,"улица им. Генерала Трошева, 21",27 офис; цокольный этаж; вход со стороны аллеи,350028,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00 (по предварительной записи),+03:00,,,89604722663,89615302073,,,,http://t.me/dostupnay_kuhnia,,,,,https://wa.me/79604722663,,,,,,https://t.me/dostupnay_kuhnia,,,,45.060072,39.041979,https://2gis.com/firm/70000001112511325,branch
Доступные кухни,торгово-производственная фирма,Мебель на заказ; Мебель для кухни; Бытовая техника; Корпусная мебель,"улица им. Героя Яцкова, 9 к1",1 этаж,350022,Губернский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:30-19:00; Вт: 10:30-19:00; Ср: 10:30-19:00; Чт: 10:30-19:00; Пт: 10:30-19:00; Сб: 10:30-19:00; Вс: 10:30-19:00,+03:00,4.2,41,89184313552 (единая справочная - пн-пт 10:30-19:30; сб-вс 10:30-19:00),,,,,,,,,,https://wa.me/79184313552,,,,,,,,,https://youtube.com/channel/UCrc1uOh5pTN6ooRwTow9SYw,45.070212,39.036852,https://2gis.com/firm/70000001029112970,branch
Доступные кухни,торгово-производственная фирма,Мебель на заказ; Мебель для кухни; Бытовая техника; Офисная мебель; Корпусная мебель,"Московская улица, 148 лит2",1 этаж,350024,Музыкальный м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:30-19:00; Вт: 10:30-19:00; Ср: 10:30-19:00; Чт: 10:30-19:00; Пт: 10:30-19:00; Сб: 10:30-19:00; Вс: 10:30-19:00,+03:00,4.2,83,89184313552 (единая справочная - пн-пт 10:30-19:30; сб-вс 10:30-19:00),,,,,,,,,,https://wa.me/79184313552,,,,,,,,,https://youtube.com/channel/UCrc1uOh5pTN6ooRwTow9SYw,45.09016,39.002368,https://2gis.com/firm/70000001029112177,branch
Древо,компания,Мебель на заказ; Корпусная мебель,"улица им. 40-летия Победы, 101",84 офис; цокольный этаж,350028,Восточно-Кругликовский м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00 (по предварительному звонку),+03:00,5.0,3,89385399877,89526641072,,,,,,,,https://vk.com/evrovint,https://wa.me/79526641072,,,,,,https://t.me/+79526641072,,,,45.058855,39.029401,https://2gis.com/firm/70000001067611722,branch
Дух Бильярда,Производственная фирма,Мебель на заказ; Деревообработка; Спортивно-развлекательные товары; Мебель для кухни; Корпусная мебель,"Средняя улица, 96",1 этаж,350053,Сады Калинина м-н,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+03:00,,,89184475353,,,,,,,,,,https://wa.me/79184475353,,,,,,,,,,45.097078,38.926379,https://2gis.com/firm/70000001035334883,branch
Дятьково,мебельный салон,Мебель на заказ; Мебельные магазины; Корпусная мебель; Детская мебель; Матрасы; Мебель для кухни,"улица Дзержинского, 100",3 этаж,350019,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.3,17,89107436002,89882410805,,,,http://t.me/dyatkovo_mebel,http://jivo.chat/KH4rVMM6D6,,,https://vk.com/dyatkovo_mebel,https://wa.me/79882410805,,,,,,,,,https://youtube.com/c/Dyatkovo,45.102778,38.985153,https://2gis.com/firm/70000001007188467,branch
Имидж Ресурс Юг,склад,Мебель на заказ; Изготовление рекламных конструкций; Световая реклама; Широкоформатная печать; УФ-печать; Полиграфия; Прямая цифровая печать; Металлическая мебель; Садово-парковая мебель,"Харьковская улица, 81/6 к2",,350004,Юбилейный м-н,Западный округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89649084710,,,,,,,,,,,,,,,,,,,,45.036595,38.921165,https://2gis.com/firm/70000001112678092,branch
Империя,студия мебели,Мебель на заказ; Корпусная мебель,"Комсомольский проспект, 163а",,353320,,,Абинск,Абинский район,Краснодарский край,Россия,Пн: 10:00-15:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-15:00,+03:00,,,89184943345,89282757898,,,,,,,,,https://wa.me/79184943345,https://wa.me/79282757898,,,,,,,,,44.876582,38.151481,https://2gis.com/firm/70000001024889250,branch
Империя Комфорта,магазин,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Матрасы,"Ейское шоссе, 75",1 отдел,350031,,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,5.0,12,89965374841,,,,,,,,,https://vk.com/imperia__comforta,https://wa.me/79965374841,,,,,,https://t.me/+79965374841,,,,45.166975,38.998661,https://2gis.com/firm/70000001037350428,branch
Интеллект-мебель,склад,Мебель на заказ; Мебельные фабрики; Дизайн интерьеров; Мебельная фурнитура; Детская мебель; Корпусная мебель; Матрасы; Мягкая мебель; Мебельные магазины,,,350059,Восточная промышленная зона м-н,Карасунский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-17:00 (по предварительному звонку),+03:00,,,89181881037,,,,,,,,,,,,,,,,https://t.me/+79181881037,,,,45.043024,39.050174,https://2gis.com/firm/70000001100544875,branch
Вардек,мебельный салон,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель,"Пионерская улица, 2в",1 этаж,353925,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-18:00,+03:00,4.6,10,89673055312,,,,,,,,,https://vk.com/vardek_nvrs,https://wa.me/79673055312,,,viber://chat/?number=79673055312,,,https://t.me/+79673055312,,,https://youtube.com/channel/UC6EmUbFXo_JHyz0gWSDWCsw,44.687732,37.791926,https://2gis.com/firm/70000001060787974,branch
Ваша мебель,компания,Мебель на заказ; Корпусная мебель,"улица Ленина, 23",1 этаж,353560,,,Славянск-на-Кубани,Славянский район,Краснодарский край,Россия,"Пн: 09:00-13:00, 14:00-17:30; Вт: 09:00-13:00, 14:00-17:30; Ср: 09:00-13:00, 14:00-17:30; Чт: 09:00-13:00, 14:00-17:30; Пт: 09:00-13:00, 14:00-17:30; Сб: 10:00-13:00, 14:00-15:00; Вс: 10:00-13:00, 14:00-15:00",+03:00,,,89965355051,,,,,,,,,,,,,,,,,,,,45.258767,38.130703,https://2gis.com/firm/70000001115164339,branch
Интерио,мебельный салон,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Дорожная улица, 1/1",,350900,Северный пос.,Прикубанский округ,Краснодар,Краснодар городской округ,Краснодарский край,Россия,Вт: 10:30-19:30; Ср: 10:30-19:30; Чт: 10:30-19:30; Пт: 10:30-19:30; Сб: 10:30-19:30,+03:00,4.9,25,89064358008,,,,,,,,,,https://wa.me/79064358008,,,,,,https://t.me/+79064358008,,,,45.123503,38.982677,https://2gis.com/firm/70000001041221627,branch
Интерьер,магазин,Мебель на заказ; Мебельная фурнитура; Корпусная мебель; Мебельные магазины,"улица Ленина, 65",,353860,,,Приморско-Ахтарск,Приморско-Ахтарский район,Краснодарский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-15:00; Вс: 09:00-15:00,+03:00,,,89528750011,,,,,,,,,,https://wa.me/79528750011,,,,,,,,,,46.043739,38.164671,https://2gis.com/firm/70000001068789149,branch
Интерьер,магазин мебели,Мебель на заказ; Корпусная мебель; Мягкая мебель,"улица Победы, 314/1",,352508,,,Лабинск,Лабинский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+03:00,,,,,,,,,,,,,,,,,,,,,,,44.641403,40.737968,https://2gis.com/firm/70000001114026196,branch
Кошехабльский район,,,,,,,,,,Республика Адыгея,,,,,,,,,,,,,,,,,,,,,,,,,,44.838788,40.505974,https://2gis.com/firm/70030076118166288,adm_div
Лабинский район,,,,,,,,,,Краснодарский край,,,,,,,,,,,,,,,,,,,,,,,,,,44.47999,40.978056,https://2gis.com/firm/7600838025702833,adm_div
1-я мебельная фабрика,,Мебель на заказ; Офисная мебель; Мебель для общественного питания; Мебель для кухни; Детская мебель,"улица Шаумяна, 6/10",,352931,Электротехнический м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,"Пн: 09:30-12:00, 13:00-17:00; Вт: 09:30-12:00, 13:00-17:00; Ср: 09:30-12:00, 13:00-17:00; Чт: 09:30-12:00, 13:00-17:00; Пт: 09:30-12:00, 13:00-17:00",+03:00,,,89628799595,,,,,,,,,,https://wa.me/79628799595,,,,,,,,,,45.005076,41.105801,https://2gis.com/firm/14918703047261987,branch
Belesov,компания по изготовлению мебели,Мебель на заказ; Корпусная мебель; Мебель для кухни; Мебель для ванных комнат; Мягкая мебель,"Шоссейная улица, 60/1",,352242,,,Новокубанск,Новокубанский район,Краснодарский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+03:00,,,89186289312,,,,,,,,,https://vk.com/belesov_mebel,https://wa.me/79186289312,,,,,,https://t.me/+79186289312,,,,45.118624,40.991443,https://2gis.com/firm/70000001081888216,branch
AlMax Mebel,склад,Мебель на заказ; Сантехника; Корпусная мебель,"улица Телевизорная, 12 ст1 бокс 9",,660062,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,5.0,1,83912220962,89135666960 (отдел по производству мебели),89029128298 (отдел сантехники),,,,,,,https://vk.com/almaxmebel,https://wa.me/79029128298,,,,,,https://t.me/+79029128298,,,,56.030581,92.791555,https://2gis.com/firm/70000001079926866,branch
Askona,салон,Мебель на заказ; Детская мебель; Матрасы; Корпусная мебель; Мягкая мебель,"улица Ленина, 20",,663694,,,Зеленогорск,ЗАТО Зеленогорск городской округ,Красноярский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+07:00,5.0,8,89832971422,,,,,http://t.me/askona_official,,,,,https://wa.me/79832971422,,,,,,https://t.me/+79135354000,,,,56.109398,94.584881,https://2gis.com/firm/70000001061553289,branch
M-mebel,мастерская по изготовлению мебели,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Ремонт мебели,"улица Майское шоссе, 37",,663690,,,Зеленогорск,ЗАТО Зеленогорск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,,,89130427222,,,,,,,,,https://vk.com/mmebel_zel,https://wa.me/79130427222,,,,,,https://t.me/+79130427222,,,,56.092928,94.577035,https://2gis.com/firm/70000001084367442,branch
Natali,студия мебели,Мебель на заказ; Мебель для кухни; Детская мебель; Корпусная мебель,"улица Бортникова, 26",,663690,,,Зеленогорск,ЗАТО Зеленогорск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+07:00,,,89333354635,89832009339,83916942475,,,,,,,,https://wa.me/79333354635,,,,,,,,,,56.106347,94.588611,https://2gis.com/firm/70000001071741630,branch
