Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Salvo,производственная мебельная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"Московская улица, 32",1 этаж,663020,,,,Емельяновский муниципальный округ,Красноярский край,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+07:00,5.0,1,83912507203,89135327203,,,,,,,,,https://wa.me/79135327203,,,,,,,,,,56.163182,92.711536,https://2gis.com/firm/985690699788106,branch
Smart room,компания по производству и продаже шкафов-кроватей,Мебель на заказ; Корпусная мебель; Детская мебель,"Навигационная улица, 4",1 этаж,660064,Южный Берег м-н,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,5.0,1,83912221111,,,,,http://t.me/smartroomkrsk,,,,https://vk.com/smartroom_krsk,https://wa.me/79082020938,,,,,,https://t.me/kuhnim32_bot,,,https://youtube.com/channel/UCsnee-BLU6QnbKyDNl7njUw,55.99705,92.89793,https://2gis.com/firm/70000001035327270,branch
Smart Space,компания по изготовлению мебели,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Енисейский тракт 10 километр, 2а/3",,660119,,,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-15:00,+07:00,5.0,40,89233255420,,,,,http://smartspace.2gis.biz,,,,https://vk.com/smartspace_krsk,,,,,,,https://t.me/+79233255420,,,,56.110134,92.936085,https://2gis.com/firm/70000001077814004,branch
Stalenit,многопрофильная компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Ремонт мебели; Сборка мебели; Офисная мебель; Детская мебель,"Грунтовая улица, 23а",,660122,Первомайский м-н,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+07:00,3.7,3,83912422348,89632584115,,,,,,,,,https://wa.me/79632584115,,,viber://chat/?number=79632584115,,,https://t.me/+79632584115,,,,55.985528,92.957188,https://2gis.com/firm/70000001021337644,branch
Stellag shop,компания,Мебель на заказ; Корпусная мебель,"Солнечная улица, 1а/7",,662521,,,,Красноярск городской округ,Красноярский край,Россия,,+07:00,5.0,1,89535854062,,,,,,,,,https://vk.com/stellag_shop_krsk124,,,,,,,,,,,56.025826,93.10842,https://2gis.com/firm/70000001110395292,branch
Suchky,мебельное ателье,Мебель на заказ; Мягкая мебель; Ремонт мебели,"Семафорная улица, 445/12",1 этаж,660059,,Кировский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+07:00,5.0,2,89130481707,,,,,,,,,,,,,,,,https://t.me/+79130481707,,,,56.001364,92.9554,https://2gis.com/firm/70000001056212382,branch
Via,компания по изготовлении мебели,Мебель на заказ; Корпусная мебель; Мягкая мебель,"улица Хулиана Гримау, 23/3",2 этаж,663094,,,Дивногорск,Дивногорск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,1.0,1,89632607357,,,,,,,,,,https://wa.me/79632607357,,,,,,,,,,55.952577,92.386755,https://2gis.com/firm/70000001050913889,branch
Vivid room,мебельный салон,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Офисная мебель,"улица Петра Подзолкова, 12",1 этаж,660077,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00 (по предварительной записи: сб),+07:00,4.4,10,89339963612,,,,,http://t.me/vividroom,,,,https://vk.com/vivid_room,https://wa.me/79339963612,,,,,,,,,,56.055393,92.891813,https://2gis.com/firm/70000001075927713,branch
What is loft,компания,Мебель на заказ; Сварочные работы; Металлическая мебель; Металлоизделия; Офисная мебель; Стеллажи и витрины; Торгово-выставочное оборудование,"улица Ломоносова, 70 ст37",,660058,,Железнодорожный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00 (по предварительному звонку),+07:00,5.0,11,89059705200,89233399042,,,,,,,,https://vk.com/what_is_loft,https://wa.me/79059705200,https://wa.me/79233399042,,,,,https://t.me/+79059705200,,,,55.996741,92.820081,https://2gis.com/firm/70000001087562280,branch
Wood`n`Rolla,мастерская,Мебель на заказ; Мебель для кухни,"улица Энергетиков, 73а ст19/1",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00,+07:00,3.8,3,89029191919,,,,,,,,,,https://wa.me/79029191919,,,,,,,,,,56.001021,93.002691,https://2gis.com/firm/70000001057069316,branch
А-Мебель,компания по производству на заказ кухонь и шкафов-купе,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни,"Транспортный проезд, 2",16 офис,660027,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,5.0,3,89082086138,,,,,,,,,https://vk.com/amebelkrsk,https://wa.me/79082086138,,,,,,,,,,56.010546,93.002558,https://2gis.com/firm/70000001062573750,branch
А-Мебель,цех,Мебель на заказ; Корпусная мебель,"Транспортный проезд, 2 ст1",,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,4.0,4,83912162661,,,,,,,,,https://vk.com/amebelkrsk,https://wa.me/79082086138,,,,,,,,,,56.010301,93.001661,https://2gis.com/firm/70000001075900141,branch
Авангард-м,производственная компания,Мебель на заказ; Стекло и зеркала; Торгово-выставочное оборудование; Корпусная мебель; Мебель для кухни,"улица Калинина, 98",,660061,,Октябрьский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.2,10,83912405809,,,,,,,,,,,,,,,,,,,,56.055561,92.752488,https://2gis.com/firm/985690699482394,branch
Авего,столярная мастерская,Мебель на заказ; Деревообработка; Интерьерные лестницы; Детская мебель; Фрезеровка неметаллов,"Заводской проезд, 4",1 этаж,660004,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-16:00; Вс: 09:00-16:00 (по предварительному звонку: сб-вс),+07:00,5.0,1,83912921235,,,,,,,,,,,,,,,,,,,,56.015965,93.014388,https://2gis.com/firm/70000001021611372,branch
Автограф,мебельное ателье,Мебель на заказ; Мебельные фабрики; Мягкая мебель; Мебель для кухни; Офисная мебель; Мебель для культурно-досуговых учреждений,"Тамбовская улица, 25 ст6",1 этаж,660124,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 10:00-16:00,+07:00,5.0,30,89029149239,89135363420,,,,http://t.me/mebelavtograf,,,,https://vk.com/mebel.avtograf,https://wa.me/79135363420,https://wa.me/79029149239,,viber://chat/?number=79135363420,viber://chat/?number=79029149239,,https://t.me/+79135363420,https://t.me/+79029149239,,https://youtube.com/channel/UCK39KT78GnQCQ8d577Ptv9A,56.010157,93.041282,https://2gis.com/firm/70000001020394649,branch
Автограф стиля,мебельная компания,Мебель на заказ; Офисная мебель; Корпусная мебель; Мебель для кухни; Торгово-выставочное оборудование; Стеллажи и витрины; Медицинская и лабораторная мебель; Мебель для культурно-досуговых учреждений; Бытовая техника; Мебель для ванных комнат,"проспект им. газеты Красноярский Рабочий, 27 ст4",1 этаж,660037,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,4.5,34,89048950965,89233000323,,,,,,,,https://vk.com/avtograf24krsk,,,,,,,https://t.me/+79048950965,,,,56.018696,93.007002,https://2gis.com/firm/70000001048777556,branch
Авэон,,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Солнечная улица, 12/20",,660004,КрасТЭЦ,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,,,,,,,,,,,,,,,,,,,,,,,56.032566,93.022148,https://2gis.com/firm/70000001115338885,branch
Адм,мебельная фабрика,Мебель на заказ; Мебель для кухни,"улица Водопьянова, 19",,660098,Северный м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00,+07:00,,,89994350782,,,,,,,,,,,,,,,,,,,,56.056637,92.915591,https://2gis.com/firm/70000001111188949,branch
АДМ,мебельная фабрика,Мебель на заказ; Мебельные магазины; Мебель для кухни,"улица Весны, 15",,660077,Взлётка м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.6,130,83912191490,,,,,,,,,https://vk.com/mebeladm,,,,,,,,,,,56.039195,92.912619,https://2gis.com/firm/985690699478177,branch
Акварель,мебельный цех,Мебель на заказ; Корпусная мебель; Детская мебель,"улица 26 Бакинских Комиссаров, 8 ст66",,660023,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00,+07:00,4.4,8,89832903491,,,,,,,,,,,,,,,,,,,,56.034751,93.035286,https://2gis.com/firm/985690700464324,branch
Акварель-Мебель,мебельный салон,Мебель на заказ; Мебельные магазины; Мебель для культурно-досуговых учреждений; Мебель для общественного питания; Мебель для салонов красоты; Мебель для учебных учреждений; Межкомнатные двери; Стеновые панели; Мебель для ванных комнат; Мебель для кухни; Детская мебель; Корпусная мебель; Медицинская и лабораторная мебель; Офисная мебель; Изделия из камня для помещений,"улица Молокова, 62",цокольный этаж,660135,1-й мкр. жилмассива Взлётка м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+07:00,4.7,64,83912810761,,,,,,,,,,https://wa.me/79538410761,,,viber://chat/?number=79538410761,,,https://t.me/+79538410761,,,,56.039115,92.899437,https://2gis.com/firm/985690699712911,branch
Акрил мебель,мебельная мастерская,Мебель на заказ; Корпусная мебель; Детская мебель,"улица Тургенева, 1а",,660052,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,,,89130484864,,,,,,,,,,https://wa.me/79130484864,,,viber://chat/?number=79130484864,,,https://t.me/+79130484864,,,,55.975366,92.928304,https://2gis.com/firm/70000001076728737,branch
Акцент,мебельная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,"улица Академика Вавилова, 3 ст8",,660064,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,26,89831434844,,,,,,,,,,https://wa.me/79831434844,,,viber://chat/?number=79831434844,,,https://t.me/+79831434844,,,,55.994525,92.917766,https://2gis.com/firm/70000001036394365,branch
Александрия,производственная компания,Мебель на заказ; Стеллажи и витрины; Корпусная мебель; Торгово-выставочное оборудование,"Затонская улица, 40",1 этаж,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+07:00,,,83912958932,83912860478,,,,,,,,,,,,,,,,,,,55.983332,92.932656,https://2gis.com/firm/985690700580028,branch
Александрия,производственная компания,Мебель на заказ; Корпусная мебель; Распиловка древесины,"Комсомольский проспект, 1ж",3 этаж,660118,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 10:00-13:00, 14:00-18:00; Вт: 10:00-13:00, 14:00-18:00; Ср: 10:00-13:00, 14:00-18:00; Чт: 10:00-13:00, 14:00-18:00; Пт: 10:00-13:00, 14:00-18:00; Сб: 10:00-13:00, 14:00-17:00",+07:00,4.1,1,89620682324,,,,,,,,,,https://wa.me/79620682324,,,,,,,,,,56.059013,92.937616,https://2gis.com/firm/70000001028691726,branch
Александрович,столярная мастерская,Мебель на заказ; Корпусная мебель,,,,,,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (По предварительной записи),+07:00,,,89135386312,,,,,,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001099306151,branch
Алексей Строй,,Мебель на заказ; Интерьерные лестницы; Корпусная мебель,"Северное шоссе, 47",,660118,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+07:00,,,89235731154,,,,,,,,,,,,,,,,,,,,56.062507,92.882994,https://2gis.com/firm/70000001115357151,branch
Алтай Инвестмент,компания по продаже товаров из Китая,Мебель на заказ; Офисная мебель; Корпусная мебель; Кондитерские изделия; Канцтовары,"Промысловая улица, 25в",,660048,,Центральный район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,,,89516208666,,,,,,,,,,https://wa.me/79516208666,,,viber://chat/?number=79526208666,,,https://t.me/+79516208666,,,,56.048291,92.8706,https://2gis.com/firm/70000001075761880,branch
Алые паруса,мебельное ателье,Мебель на заказ; Ремонт мебели; Мягкая мебель; Матрасы,"улица 60 лет Октября, 138/2",1 этаж,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+07:00,5.0,10,89509858566,89535850513,,,,,,,,https://vk.com/public181810288,https://wa.me/79535850513,https://wa.me/79509858566,,viber://chat/?number=79535850513,,,,,,,55.985454,92.915768,https://2gis.com/firm/70000001044481129,branch
Альянс,мебельное ателье,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель,"Октябрьская улица, 4",цокольный этаж,662971,Город м-н,,Железногорск,ЗАТО Железногорск городской округ,Красноярский край,Россия,"Пн: 11:00-14:00, 15:00-19:00; Вт: 11:00-14:00, 15:00-19:00; Ср: 11:00-14:00, 15:00-19:00; Чт: 11:00-14:00, 15:00-19:00; Пт: 11:00-14:00, 15:00-19:00; Сб: 12:00-16:00",+07:00,1.5,4,89233699828,,,,,,,,,https://vk.com/alians_mebel,,,,viber://chat/?number=79233699828,,,,,,,56.249449,93.524768,https://2gis.com/firm/985690700219326,branch
Амати,мебельная фабрика,Мебель на заказ; Корпусная мебель; Мебель для общественного питания; Офисная мебель; Детская мебель; Мебель для кухни; Мебель для ванных комнат; Дизайн интерьеров,"улица Гайдашовка, 2а ст2",1 этаж,660131,,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00,+07:00,4.8,4,83912087165,89831527592,,,,,,,,https://vk.com/mf_amati,https://wa.me/79831527592,,,viber://chat/?number=79831527592,,,https://t.me/+79831527592,,,,56.067466,92.9565,https://2gis.com/firm/70000001020973379,branch
Амиго,салон мебели,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель; Мягкая мебель; Детская мебель,"улица 9 Пятилетки, 5",1 этаж,662500,,,Сосновоборск,Сосновоборский муниципальный округ,Красноярский край,Россия,"Пн: 10:00-14:00, 15:00-19:00; Вт: 10:00-14:00, 15:00-19:00; Ср: 10:00-14:00, 15:00-19:00; Чт: 10:00-14:00, 15:00-19:00; Пт: 10:00-14:00, 15:00-19:00; Сб: 10:00-17:00; Вс: 10:00-17:00",+07:00,5.0,4,89131912424,,,,,,,,,https://vk.com/club95366509,https://wa.me/79131912424,,,,,,,,,,56.118323,93.34071,https://2gis.com/firm/985690700644245,branch
Амиренд,мебельная компания,Мебель на заказ; Мягкая мебель,,,,,,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,,,89676043555,,,,,,,,,,,,,,,,,,,,,,https://2gis.com/firm/70000001105644265,branch
Амиренд,фабрика мягкой мебели,Мебель на заказ; Мягкая мебель; Мебель для кухни; Детская мебель; Офисная мебель,"улица Энергетиков, 73в",,660013,,Ленинский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00,+07:00,,,89333380215,,,,,,,,,https://vk.com/amirend,https://wa.me/79029708593,,,,,,,,,,56.002427,93.001695,https://2gis.com/firm/70000001114034309,branch
Аполлон,,Мебель на заказ; Корпусная мебель; Мебель для кухни; Распиловка древесины; Офисная мебель,"проспект 60 лет образования СССР, 3/1",,660119,Солнечный м-н,Советский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,"Пн: 09:00-12:00, 13:00-17:00; Вт: 09:00-12:00, 13:00-17:00; Ср: 09:00-12:00, 13:00-17:00; Чт: 09:00-12:00, 13:00-17:00; Пт: 09:00-12:00, 13:00-17:00",+07:00,,,89504140066,,,,,,,,,,,,,,,,,,,,56.120392,92.940311,https://2gis.com/firm/70000001094324434,branch
Ариадна,торгово-производственная компания,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Лесопильщиков улица, 163",,660079,,Свердловский район,Красноярск,Красноярск городской округ,Красноярский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+07:00,4.9,27,83912716152,,,,,,,,,https://vk.com/kuhni_nazakaz_kras,https://wa.me/79631916152,,,,,,,,,,55.975469,92.882008,https://2gis.com/firm/70000001025066298,branch
